arm,Hbeta_half_width_km_s,pixels,mean_pull,rms_pull
eline_off,300,26,0.33399962184919463,0.5684357832481479
eline_on,300,26,-0.049825718262543034,0.48433034164982564
eline_off,1500,134,0.21373890990368044,0.5587199141599464
eline_on,1500,134,0.13247385181584848,0.5605484766284973
