target,object_id,spect_id,z,catalogue_sn,seed,n_free,mask_match,sigma_match,eff_sigma_max_rel_diff,pull_recompute_max_abs_diff,n_phot,n_spec,phot_chi2_stored,spec_chi2_stored,joint_chi2_stored,phot_chi2_h5,spec_chi2_h5,chi2_h5_recompute_max_abs_diff,ndof_h5_match,phot_redchi2_stored,spec_redchi2_stored,joint_redchi2_stored,f_calib_median_pct,f_calib_upper_pct,calib_saturated,n_outlier_pixels,worst_band,worst_band_pull,pull_u*,pull_B,pull_V,pull_r+,pull_i+,pull_z+,pull_Y,pull_J,pull_H,pull_Ks,pull_3.6um,pull_4.5um,n_bad_pixels,n_emission_masked,n_telluric_masked,ess,lnZ,lnZ_err,t10_q16,t10_q50,t10_q84,t20_q16,t20_q50,t20_q84,t50_q16,t50_q50,t50_q84,t80_q16,t80_q50,t80_q84,t90_q16,t90_q50,t90_q84,age_q16,age_q50,age_q84,universe_age_gyr,lnl_ml_stored,lnl_ml_recomputed,lnl_ml_diff,phot_chi2_ml,spec_chi2_ml,f_calib_ml_pct,ml_ndof_match,block_matches_stored,flags
139662-M2_139662,139662,M2_139662,0.6705999970436096,17.299999237060547,20260949,13,True,True,4.773322396241581e-06,0.0,12,3430,46.418528032183445,9211.495725632927,9257.91425366511,46.418528032183445,9211.495725632925,1.8189894035458565e-12,True,3.8682106693486205,2.685567266948375,2.6998875047142348,9.997205459037886,10.000000000000002,True,82,V,4.580416739147615,-0.7552684274806464,0.46124633881357247,4.580416739147615,2.5145159804392394,-0.6036071342502254,0.9928720154384791,-1.028047037710519,-1.2742928808591074,-2.4730989372587917,-2.2321443861587436,0.7241776573016666,1.636576202454306,2099,520,117,3590.456453480536,222330.46576835957,0.24920592311786835,7.059580833493619,7.128428375424134,7.151294375045985,6.650902611032906,6.788597694893935,6.834329694137638,5.424867943650767,5.769105653303337,5.883435651412598,2.4824978632768193,2.8299218900380687,3.605788199342817,1.391790567433207,1.5493112492971783,1.7659548192855232,4.803521580949505,5.0986487215703855,5.276501151797238,7.4682590559543325,222370.84574113894,222370.8286175323,-0.01712360663805157,45.96475890296321,9209.002748687606,9.999708551764213,True,True,photometry chi2/N 3.9 > 3; spectrum chi2/N 2.69 > 1.5; calibration floor at prior bound (10.0% of 10%); 82 pixels with |pull| > 4
210210-M1_210210,210210,M1_210210,0.65420001745224,62.20000076293945,20260832,13,True,True,0.00041877424670621553,0.0,12,3523,111.74742584015925,3883.5139206504864,3995.261346490646,111.74742584015925,3883.5139206504864,0.0,True,9.312285486679938,1.102331513099769,1.1343728979246581,4.658536146251732,10.000000000000002,False,10,u*,-5.36950865391261,-5.36950865391261,-3.027980182778794,4.777022746693315,2.340184538539718,-0.8781942259393531,1.0497241256900778,-1.181731420049851,-1.0646371797779488,-2.11071994785637,-1.628189804439638,3.422688427110156,4.714520606881327,2113,416,114,3797.0323810016125,229441.27963497155,0.3809088979585215,7.054964484381332,7.168995754043966,7.229046924081805,6.543720980089358,6.7717835194146225,6.891885859490303,5.00999046721343,5.580146815526595,5.8804026657157955,2.4215943446597126,2.7310963159042934,2.943051840514912,1.4379303835725692,1.537592167467988,1.6338759709330442,4.570021124855052,4.944220350133006,5.254400798068808,7.566207988673308,229486.28300921922,229486.2200643545,-0.06294486470869742,121.41145024423875,3850.752852719451,4.673690878644379,True,True,photometry chi2/N 9.3 > 3; 10 pixels with |pull| > 4
