target,lnZ_prod,lnZ_prod_err,lnZ_new,lnZ_new_err,wall_prod_s,wall_new_s,calls_prod,calls_new,seed_match,block_stored,lnZ_diff_sigma,logmass_prod,logmass_new,logmass_shift_sigma,Z_prod,Z_new,Z_shift_sigma,afe_prod,afe_new,afe_shift_sigma,diffuse_tau_kc_prod,diffuse_tau_kc_new,diffuse_tau_kc_shift_sigma,log_f_calib_prod,log_f_calib_new,log_f_calib_shift_sigma,spectrum_scaling_prod,spectrum_scaling_new,spectrum_scaling_shift_sigma,age_prod,age_new,age_shift_sigma,phot_chi2_prod,phot_chi2_new,spec_chi2_prod,spec_chi2_new
139662-M2_139662,222329.40737424293,0.24569063958383602,222330.46576835957,0.24920592311786835,1119.0085107591003,251.8557731648907,1339000,1293500,True,True,3.0243846269977688,11.043960684101313,11.035625331637204,-0.4289094564640744,-1.2691100306504304,-1.2734127152563484,-0.15578383165868345,0.0441891497510887,0.04484481122012281,0.024948779356856812,0.35759792704679727,0.3610359769407591,0.14412674762404423,-2.302796110080157,-2.302864586144829,-0.29459038094677964,1.2208457410019344,1.221519076273405,0.02829638481666847,5.206391123805702,5.0986487215703855,-0.5901846401828592,46.4822435348468,46.418528032183445,9209.158489421254,9211.495725632925
210210-M1_210210,229449.03022326116,0.19151264690704736,229441.27963497155,0.3809088979585215,1196.4338115956634,291.1846797410399,1384500,1430000,True,True,-18.17921551234759,11.487360113375429,11.515262088244329,3.6014061272689335,-1.2540053099359965,-1.2665826412198136,-0.8193612958144081,0.006118047303303818,0.01520316328684392,1.108010719666257,0.2909148577524765,0.28452219179629684,-0.6519272595390453,-3.075099330946748,-3.066468918905873,0.5631993036369476,1.3521667131160209,1.3360663439240534,-0.6994569182163385,4.502715137290301,4.944220350133006,7.061443500872971,116.16045479127179,111.74742584015925,3919.1991145245743,3883.5139206504864
