target,sed,IA679,IB709,IA738,IA767,IB827,tilt_pct
M5_172669,"COSMOS2015 3"" (production)",1.104687975523515,1.3088904738367944,1.3480656491175973,1.4501462072016147,1.2622134816914004,14.259728507792758
M5_172669,"COSMOS2015 2""",1.383137340134927,1.6198088770657963,1.7005399748572185,1.850779092643067,1.632925574040371,18.05953947285357
M5_172669,"COSMOS2015 total, offsets applied",1.044170994094237,1.0211908267677365,1.0514074265688005,1.1299056726537415,1.0145083186415311,-2.8407871527246
M5_172669,UltraVISTA total (DR2 calibrator),1.032113872593198,0.9636579903800228,1.0197944744485838,1.0939929714969172,0.9602139940903528,-6.966273820367896
M4_108989,"COSMOS2015 3"" (production)",1.2121038859859012,1.4802755812679025,1.4198240688586288,1.4602580892099974,1.4715567952910882,21.4051709845112
M4_108989,"COSMOS2015 2""",1.7747780043325267,2.1837399128845987,2.022686028494336,2.0577070026302975,2.167563417306796,22.13152360551096
M4_108989,"COSMOS2015 total, offsets applied",0.801338194968943,0.8075647892778425,0.7741311335887076,0.7951642032804533,0.8262232818396194,3.1054412515106433
M4_108989,UltraVISTA total (DR2 calibrator),0.9934279951209465,1.0360306384715157,0.9220849299316395,0.9406461666784298,0.9672298043953806,-2.637150438102598
