target,arm,z,sn,photometry,order,n_pix,spec_chi2_stored,spec_chi2_raw,phot_chi2,lnZ,lnZ_err,ess,passed,calls,wall_s,logmass_q50,logmass_hw,Z_q50,Z_hw,afe_q50,afe_hw,tau_dust_q50,tau_dust_hw,age_q50,age_hw,f_calib_q50,f_calib_hw,scaling_q50,scaling_hw,t50_q50,t50_hw,log_sfr_q50,log_sfr_hw,P_min,P_max,P_tilt,a1_q50,a1_hw,a2_q50,a2_hw,a3_q50,a3_hw
M4_108989,poly3,0.8277999758720398,21.299999237060547,cosmos_ap3,3,3735,4429.638918581336,8493.454744743216,152.64000338268636,243302.57378416794,0.22777285476986645,3670.765047195756,True,1235000,383.2060743300244,11.596551392207509,0.02950422360085181,-1.441753870625093,0.0845944242921507,-0.17115620780399507,0.012324128999797457,0.5622505459116132,0.029539357962824864,3.0921064860768763,0.4234724974317088,4.1302043270778,0.10352496408758505,1.7783956734200204,0.059748447045830266,3.0915531664376292,0.44135847109416737,1.3111613594831013,0.0868667310815785,0.865563097794053,1.157657703911814,-0.2523151749698991,-0.11120780640812117,0.01050541898559227,0.012030734742872239,0.0028427545250701083,-0.035014604619963134,0.00266870362833152
M4_108989,poly3_total,0.8277999758720398,21.299999237060547,cosmos_total,3,3735,4263.884819292674,8640.260236562719,12.848910470817662,243350.27440873886,0.3141965732330557,3812.7493563721246,True,1196000,354.68694001901895,11.810962892708234,0.01554065330028287,-1.8777489770567084,0.02940646994437013,-0.18982788658959052,0.010404351293834227,0.25291412125202506,0.027823874939279722,4.610027398704806,0.11556687472838201,4.387228223507806,0.11204203672216417,0.8229659261009723,0.02453686708977043,4.635231308108844,0.11155364946578494,0.599431092539237,0.5698310731642576,0.946699477509199,1.047017927227948,-0.06784763898440371,0.007734148529876994,0.008897291776126961,0.011257093895584713,0.0030985210615574986,-0.04313480482780299,0.0022204676693055904
M5_172669,baseline,0.6036999821662903,105.0,cosmos_ap3,0,3602,3823.8198226820737,31246.058934857123,170.8996485973072,232732.0210541462,0.359319009752368,3021.599834318216,True,1157000,220.9828904173337,11.109146344826604,0.006640729144894664,-1.724230473258088,0.010994989208543693,0.13578221227049145,0.014042182042348493,0.012093080497607933,0.004726203207766886,1.6631044734062996,0.020285362626933257,2.894435119379578,0.0438594173663136,1.2376284190708087,0.018071883632084118,1.6564004147356903,0.01129356593689268,-3.7566891855113242,1.9310037523628862,,,,,,,,,
M5_172669,mock_tilt4_baseline,0.6036999821662903,105.0,cosmos_ap3,0,3602,1833.685688484609,3625.0969298728105,22.52059524196099,236487.460278616,0.24009123641203184,3371.3905089867403,True,1410500,281.06500638695434,11.167242885797176,0.010729236550560017,-1.7276840292600415,0.010774878294862233,0.1345316241352244,0.008216956342491477,0.15063723697660264,0.0043252450435695144,1.7688237164007046,0.11020413990854805,1.0008214277237995,0.0008110767429329035,1.2894660353825382,0.019605549733692662,1.7079021849078095,0.04201893314576466,0.08963200627908355,0.8884937638526129,,,,,,,,,
M5_172669,mock_tilt4_poly3,0.6036999821662903,105.0,cosmos_ap3,3,3602,1815.6521578581942,3589.9519061796236,3.9659617362752684,236493.62968289675,0.22477543484809537,3193.89126628808,True,1254500,399.66445963596925,11.126403827343804,0.012216337027065372,-1.729609265579259,0.010131273451488898,0.13591578225916326,0.00808786239775379,0.022788474258451083,0.01624853727555533,1.7176604451715933,0.09531065473388256,1.0006236793810623,0.0008704816842270979,1.2317973410013483,0.01923685069450498,1.6845145671183395,0.04454437199546113,-3.2410427054590967,2.398489118941198,0.9642508801291697,1.0355965461734133,0.07399077098554097,0.03520943423185036,0.006009006047663702,-8.314117700059175e-05,0.0005646223855040175,0.0003208472248945709,0.00044409716000625365
M5_172669,poly3,0.6036999821662903,105.0,cosmos_ap3,3,3602,4161.083044324812,28980.688684498346,130.75895465081118,233020.55755370297,0.26946858808973106,3729.5309092716043,True,1287000,433.69230137439445,11.276022710765009,0.011642550980926814,-1.5595303069688533,0.023262614425989203,-0.05402548873509153,0.013717170136933441,0.6545306824101639,0.020919046507265115,1.8842720963414004,0.16963155343966485,2.6607818440072837,0.038169952842899146,1.6075499173357026,0.029786232412798874,1.7530759337564097,0.07446494598188502,1.7612637889580376,0.06017421171871806,0.8447388355943097,1.1760576682073798,-0.28171988633694023,-0.16485605139351328,0.00436978746790187,0.010038745969048798,0.0013266713708931207,-0.0008365324396088099,0.0009254785074379604
M5_172669,poly3_total,0.6036999821662903,105.0,cosmos_total,3,3602,4155.578523095639,29012.499929716898,100.10064818802765,233013.76250415418,0.34171838631125634,3455.4495339844248,True,1228500,404.4830888560973,11.329481485809989,0.01087432222300233,-1.5889643781558052,0.02992674033288123,-0.04950871926475742,0.014147024591641355,0.5768895939861884,0.01919923564516507,1.8455087272161208,0.09942950490765345,2.662188154335152,0.035404941673904844,1.3050942642084478,0.025163652527688596,1.768262664092042,0.06754341288135024,1.7630241934855413,0.0528805222555343,0.8623069061293787,1.151733506786273,-0.2512965012752757,-0.14406048084098566,0.004525982731475683,0.00700648112592694,0.0012942340925574084,-0.0005715182966758155,0.0010941986767397025
M5_173928,baseline,0.9589999914169312,13.300000190734863,cosmos_ap3,0,3836,3628.5590299649675,15265.502540801517,143.3385358972969,250187.9799347194,0.29666065575291656,3919.029673121036,True,1586000,290.61857205303386,11.52379498538216,0.010113934289446291,-1.469716620492521,0.05161156072333806,-0.16885700392299224,0.023147345074518655,0.7196930471093108,0.016437799484754323,2.943031233733037,0.05021914136224215,9.159264520789609,0.1555062078714604,2.284652244243805,0.05403162421600349,2.9166786478428666,0.0687247096157726,1.7670041289354703,0.01809191326221049,,,,,,,,,
M5_173928,poly3,0.9589999914169312,13.300000190734863,cosmos_ap3,3,3836,3728.774546486624,14647.641044691509,88.6571968559387,250195.57452239015,0.29925894695858,3432.2447485937323,True,1241500,387.1809742418118,11.681929673356002,0.03217380549011395,-2.217917042286247,0.030661810813332524,-0.12824952585654004,0.026641912666374216,0.6422819852474726,0.020304043387764203,5.4569882225254815,0.4770889049504019,8.917212416901286,0.12883072093394965,1.9776172790094506,0.037504676613964394,5.498035082753796,0.4637188155121925,-0.14558844659920378,0.6982517912752961,0.9328987030274858,1.1072733954298724,-0.07730185017311564,-0.022498798460875588,0.008807628780834248,0.06452675591344062,0.0035154227923735945,-0.02032021276158038,0.00326131089903494
M5_173928,poly3_total,0.9589999914169312,13.300000190734863,cosmos_total,3,3836,3710.210659205431,14696.941103978697,48.1923182935704,250191.49642664279,0.22200934328263935,3523.555776362627,True,1137500,354.2635971447453,11.716238893947974,0.011697759721585044,-2.233390442680137,0.017680310554176737,-0.14128820916626028,0.024238434194752308,0.5411933394541439,0.019303020848714547,4.4989311255209135,0.10534223381816865,9.011326880011909,0.1490673541882277,1.3602590717429761,0.030928868290515554,4.513090341384006,0.22781259009302124,-0.08203542147446086,0.7763597471332832,0.9300231542799204,1.0879188344728041,-0.04114028884923082,-0.004524027282023273,0.00782511570132382,0.06587024014586366,0.0034513288540998915,-0.017756903343628106,0.003287675210172253
