target,object_id,spect_id,z,sigma_star_kms,catalogue_sn,manifest_index,seed,logmass_q16,logmass_q50,logmass_q84,logZ_abs_q16,logZ_abs_q50,logZ_abs_q84,alpha_fe_q16,alpha_fe_q50,alpha_fe_q84,tau_dust_q16,tau_dust_q50,tau_dust_q84,age_q16,age_q50,age_q84,passed,joint_chi2,joint_ndof,spectrum_chi2,spectrum_ndof,photometry_chi2,photometry_ndof,ess,lnZ,lnZ_err,n_calls,n_samples,wall_time_s,joint_chi2_per_ndof
27068-M14_27068,27068,M14_27068,0.6783069968223572,178.10000610351562,21.200000762939453,95,20260925,11.080393188137695,11.089276454538556,11.100377809376184,-1.7734492234232775,-1.7349261617231695,-1.6946466822447352,0.10337361365376997,0.12199073690983599,0.14096122714060463,0.47649553701046493,0.4973591438170898,0.5156021438199068,2.6276286794702663,2.6892900171383514,2.804825733756806,True,4071.1739687448317,3464,3903.0006376259626,3452,168.1733311188691,12,3372.282855359359,225837.9223101356,0.22784110763487037,1254500,19800,1039.9062085757032,1.1752811688062448
31835-M14_31835,31835,M14_31835,0.67740398645401,202.39999389648438,27.399999618530273,68,20260898,10.976810194404663,10.985984231217968,10.994529937598191,-1.8242729759909866,-1.7980880183635173,-1.7703576386456987,0.2586882085257221,0.27957934645177507,0.30231449253833115,0.1260342946089376,0.1376340090848368,0.1488581588834088,2.977214261384722,3.006448035771625,3.076284145474633,True,3898.780238960017,3570,3845.332946453903,3558,53.4472925061143,12,3006.5304255783362,233693.56029631355,0.2987922899651191,1046500,16600,848.7151893666014,1.092095305030817
36550-M14_36550,36550,M14_36550,0.7386149764060974,80.5999984741211,8.0,168,20260998,10.752003042745345,10.764262720352512,10.777379239156605,-1.9586638676760875,-1.8953926106682122,-1.8433159465649922,0.005035054406888633,0.04632490514248556,0.08775558857152468,0.2536614552366036,0.2758251252526887,0.29793157253125196,2.862457026633287,2.9558250097339585,3.100946149240791,True,4151.9185573100185,3373,4126.3705562140385,3361,25.54800109597975,12,3447.9135390655874,219934.6559028623,0.19784065085426175,1014000,16100,821.4774004742503,1.2309275295908741
37023-M14_37023,37023,M14_37023,0.7354879975318909,225.10000610351562,21.0,97,20260927,11.193229383049422,11.200981208110178,11.20858189170507,-1.8971154889585558,-1.8696823867976415,-1.8424820671132454,0.0697259435996509,0.08771624741966554,0.10576097935986052,0.4475145494505003,0.4616714658562032,0.4784575938248023,2.816523323148223,2.8517415490316056,2.8833398002376778,True,3923.666144340283,3405,3863.1972410749113,3393,60.46890326537189,12,3668.8419731123786,222178.4741278533,0.3160090579341338,1215500,19200,1026.5198742169887,1.1523248588370876
37219-M14_37219,37219,M14_37219,0.7346779704093933,182.10000610351562,15.0,129,20260959,10.866030740945675,10.875146984525424,10.884940718880296,-1.8916255948549825,-1.865527007069391,-1.8353149315572923,0.03442898161612165,0.051331720266129394,0.07197816819747802,0.20681066115815178,0.22314405471096968,0.2349996515440884,2.9093815501303992,2.954769485681185,3.054565128232129,True,3913.137470706154,3552,3879.29030971037,3540,33.84716099578418,12,3353.0888616108114,233596.1761161755,0.280187041423428,1072500,17000,867.584728169255,1.1016715852213272
37723-M14_37723,37723,M14_37723,0.7360039949417114,204.0,22.899999618530273,86,20260916,11.03295460658436,11.04043176381043,11.049090938920452,-1.6371626417654301,-1.6179421539360772,-1.6000497573779635,-0.06452628331058444,-0.05341846013890715,-0.043093820255941995,0.20332293253405673,0.21726462599104823,0.23081116928369244,2.932535781484217,2.9576044801313985,3.002480773480649,True,3777.3464622776346,3420,3743.2952626184538,3408,34.05119965918072,12,3781.1654466700247,224829.156342957,0.24049189515292288,1215500,19200,996.5432019326836,1.104487269671823
37843-M14_37843,37843,M14_37843,0.9693750143051147,148.10000610351562,6.5,178,20261008,11.08281360931429,11.093533887269974,11.104292211408973,-1.9860202916399143,-1.9513734485956051,-1.9045366368440924,0.09770921406119068,0.13751493688165742,0.16909829715239896,0.5423670490107472,0.5712718155073243,0.5951540572135291,2.991993206837522,3.012108008633242,3.086886191563737,True,4166.494254801673,3829,4062.088713715937,3817,104.40554108573639,12,3386.632578196366,251100.3041909561,0.22914247291793846,1176500,18600,969.3435889044777,1.088141617864109
38646-M14_38646,38646,M14_38646,0.9688860177993774,120.4000015258789,9.699999809265137,160,20260990,11.33625038578616,11.353308714449907,11.381995298644561,-1.7143088366122272,-1.680013155568577,-1.6475509729703572,-0.035609031310896516,-0.01725626196731671,0.0009117447715266989,0.5692810503912291,0.5853741340968375,0.6004639938169792,3.0264338801117034,3.200751681326878,3.5135881694155713,True,4507.451770395149,3829,4322.183578379875,3817,185.26819201527354,12,3357.2811453983722,251175.52243213673,0.2085749391418388,1274000,20100,1070.3892333144322,1.1771877175228909
38648-M14_38648,38648,M14_38648,0.6742770075798035,308.20001220703125,52.70000076293945,5,20260835,11.29776792800324,11.30455658949872,11.311431897599068,-1.5758389812067377,-1.5577774800085447,-1.535909320399469,0.3246618058855507,0.3426753715804384,0.36278507223258727,0.5645171510057001,0.5762215906195516,0.589399381082321,1.6504890128647054,1.6624188779545945,1.717970421704375,True,4055.6214591787834,3578,3856.599267691363,3566,199.0221914874205,12,3573.2901006927564,231242.934186702,0.28145606595476774,1267500,20000,1073.920364140533,1.1334883899325834
38771-M14_38771,38771,M14_38771,0.6757680177688599,165.8000030517578,12.300000190734863,147,20260977,10.658112627126272,10.727073997507599,10.757924790132563,-1.467698697790179,-1.3619803521839593,-1.2817559525449445,0.004717863561016719,0.061311173176101505,0.12086914730634642,0.3040139517446542,0.3247067360801932,0.346321138586513,3.7376652078218697,4.390443562247317,4.78036301285009,True,3979.8391215176534,3562,3932.843470019582,3550,46.9956514980711,12,3506.527590349105,232757.0196440969,0.2128797571284493,1072500,17000,960.8493136353791,1.1173046382699756
39865-M14_39865,39865,M14_39865,0.8291419744491577,150.8000030517578,6.800000190734863,176,20261006,10.847584320607732,10.894663592966712,10.920340125496962,-1.5319967148100775,-1.4680138087120955,-1.4169562097906852,0.06047132101781592,0.09892146932089466,0.1343497671443988,0.3115803425898749,0.34900079815809343,0.38627695725550953,3.1285492357868576,3.6364126303730258,4.010047799439726,True,3834.788564051103,3450,3802.865670117305,3438,31.922893933797972,12,3966.0737132472336,225414.34482999874,0.23129940987265354,1066000,16900,914.4791727373376,1.1115329171162618
77632-M15_77632,77632,M15_77632,0.8252720236778259,273.1000061035156,34.5,36,20260866,11.410133516917732,11.419533774412514,11.428928966229044,-1.8690312016445185,-1.8555484093334673,-1.8432419675456424,-0.1977920612367824,-0.19231462515728856,-0.18393208385840926,0.24790134342983544,0.2589409732893507,0.26873775987465487,3.00088708144807,3.028304705162751,3.151431410285098,True,4161.370199202602,3443,4025.5654450507814,3431,135.80475415182022,12,3004.538798378294,223535.27367605874,0.3258208525676199,1111500,17600,915.9184647155926,1.2086465870469363
77745-M15_77745,77745,M15_77745,0.8255519866943359,312.1000061035156,30.700000762939453,49,20260879,11.493844228954783,11.519854967140123,11.538833509592353,-1.4432014262104613,-1.4226066402218112,-1.4009139300698026,-0.1494030340000425,-0.13974130284428105,-0.12940205116852166,0.2017045838603132,0.21044504115986978,0.2186596177267423,3.7653641792230155,4.121882415029115,4.36243298396941,True,4021.622467627272,3462,3954.9394016010137,3450,66.68306602625799,12,3696.096717818142,224877.61339065825,0.31091562495089303,1267500,20000,1119.1923494683579,1.1616471599154454
84337-M4_84337,84337,M4_84337,0.8388000130653381,256.20001220703125,14.899999618530273,130,20260960,11.448738832712602,11.478319855963527,11.510346347643956,-1.7440220577106795,-1.7081529389651557,-1.676117728588942,-0.08550004066065835,-0.07116084118945479,-0.05403879671602013,0.25722034760224,0.27589507751947195,0.29553518296882525,3.6763569704882397,4.065407845056658,4.359271215243752,True,4044.348542723306,3707,3956.170021728189,3695,88.17852099511674,12,3749.441802209182,241817.07242190524,0.3188933462394011,1202500,19000,1008.8082863586023,1.0910031137640426
87207-M15_87207,87207,M15_87207,0.8325369954109192,133.8000030517578,7.5,169,20260999,10.991762110178046,11.023333980681592,11.049021977768668,-2.1005143804163278,-2.047099745067663,-1.9663331678627716,0.00967388032184542,0.03646586647534754,0.07162178963367344,0.3597112197513453,0.3921365892885067,0.4234647410532001,4.262099444286824,4.549723424545454,4.788197757565711,True,4640.252722239366,3825,4600.883725474434,3813,39.36899676493207,12,3565.366003924778,251013.15934560038,0.26250241627338305,1072500,17000,872.1144359279424,1.2131379665985271
88032-M15_88032,88032,M15_88032,0.8392300009727478,248.89999389648438,22.600000381469727,88,20260918,11.232076010621263,11.240366545255908,11.251792977793478,-1.6378269701098354,-1.6136293100322856,-1.5919717201288395,-0.13512845283954486,-0.12117559529473604,-0.10848750792511114,0.16524938456419522,0.17682414251240755,0.18929117081878036,2.846744570233256,2.874948421292932,2.9780282122347606,True,4120.617984202317,3661,4064.274537200347,3649,56.34344700197015,12,3291.7710601311933,239410.04260806544,0.30514034006816454,1137500,18000,936.1810628063977,1.1255443824644404
89072-M15_89072,89072,M15_89072,0.836991012096405,181.1999969482422,7.099999904632568,173,20261003,10.842802246316108,10.855402819156113,10.87328737890574,-1.7642640825837088,-1.6946271194252756,-1.638515857155075,-0.11243580222724248,-0.08508332173935987,-0.05437287133859722,0.3468797774043252,0.37688647199380915,0.40165871615802407,2.8861156804131047,2.97201811755258,3.151849819029491,True,4252.099271458644,3673,4224.345750506316,3661,27.753520952327587,12,3571.9935817086357,241108.6202940517,0.30548050361921797,1020500,16200,841.7757900850847,1.1576638364984055
89153-M15_89153,89153,M15_89153,0.8350780010223389,160.10000610351562,9.800000190734863,158,20260988,10.843767553969501,10.855124571412603,10.869086575271286,-1.6752115095461484,-1.5942476601029616,-1.5190881353592582,0.17852296859204722,0.23763112549298188,0.29736508710718096,0.9151573401491507,0.9426121954028509,0.9707087591875829,1.6276062856325768,1.6603283985013912,1.813433259790182,True,3890.865334952244,3426,3847.874879905001,3414,42.99045504724322,12,3417.5552310903568,224406.5773953284,0.16574069002403832,1105000,17500,934.4837222602218,1.1356874883106376
91529-M12_91529,91529,M12_91529,0.840624988079071,300.5,34.79999923706055,34,20260864,11.414053474516823,11.422112327932894,11.431221180597607,-1.796470212026247,-1.7629159855031968,-1.7375273874379007,0.042233082428958686,0.055359468739702794,0.06836444987991476,0.42234839345895475,0.4347040985811186,0.4477507703039142,2.353399849114156,2.3972880836169788,2.4409919149154264,True,4287.564038076332,3833,4226.156607894505,3821,61.4074301818263,12,3494.649355891116,249894.5781275974,0.2537987542437746,1313000,20700,1060.1775078671053,1.118592235344725
92132-M12_92132,92132,M12_92132,0.7475209832191467,107.0,16.100000381469727,123,20260953,10.896241267997011,10.905058564869766,10.913381127695644,-2.12732166982915,-2.0734571725747992,-2.0190123456053266,0.03977031902020673,0.06414310249904807,0.08328391633430021,0.33027443296992476,0.3434220061459318,0.3566639452132171,2.731224327515949,2.7834840213014633,2.851355127895712,True,4383.499844405628,3829,4297.636853439122,3817,85.86299096650595,12,3293.947638704567,251335.4239813894,0.29352878663973825,1105000,17500,903.459688291885,1.144815838183763
93943-M2_93943,93943,M2_93943,0.8799999952316284,138.89999389648438,13.100000381469727,141,20260971,10.813479007949947,10.821587132137546,10.830071900421148,-1.8999088301044806,-1.8727815541141564,-1.8354189483979153,0.1565666236582205,0.18212509085770318,0.19997457295731677,0.5330346233507118,0.5503325310073517,0.5682848529716135,1.6461317092861931,1.6526645330678957,1.6713065249053405,True,3987.4494872853447,3848,3877.64443684838,3836,109.80505043696492,12,3528.0365745809536,254272.64568291383,0.24141709285936847,1209000,19100,989.0157684348524,1.0362394717477508
94494-M2_94494,94494,M2_94494,0.7401000261306763,203.8000030517578,30.600000381469727,52,20260882,11.210024618231934,11.217229144113247,11.223803009401491,-1.9485672307656867,-1.9205396050904726,-1.8947324819403708,-0.03934523518774379,-0.026210924201864556,-0.01373154961531509,0.2902171028520902,0.30140512936676794,0.3136497793318006,2.9114248277226196,2.9329930656136503,2.9648662861810897,True,3759.7758524988135,3542,3685.942365196898,3530,73.83348730191526,12,4431.91458450411,231569.8358310864,0.17322549335214626,1228500,19400,985.3672690270469,1.0614838657534764
97310-M2_97310,97310,M2_97310,0.942799985408783,147.5,6.900000095367432,174,20261004,10.864947700739155,10.879715524157827,10.90422531107458,-2.057171476193107,-1.9410944292447814,-1.8779009311629606,-0.062129184113962246,0.004157205303814925,0.050843000563282066,0.544657277811905,0.5717303198690101,0.6003413951975312,1.6731899920205378,1.8173232736913838,2.2225164692919366,True,3742.084572409244,3818,3700.7320749025307,3806,41.35249750671347,12,3356.265453538117,252008.84520404792,0.17716646342555192,1079000,17100,927.6646806178614,0.9801164411758104
98104-M12_98104,98104,M12_98104,0.9814170002937317,223.5,6.599999904632568,177,20261007,11.078915881987118,11.091313644842444,11.101851150409932,-2.032251948188893,-1.9766087565730026,-1.9207490488107932,0.04228878181396256,0.08038087149580256,0.1220822348498317,0.45279440052754716,0.48412406475224246,0.5158804686868944,2.964949357116122,2.9989769791574377,3.0730205414880536,True,5961.323783044465,3816,5912.618318004528,3804,48.70546503993728,12,3465.724041583217,249662.36842723662,0.16284410178762992,1157000,18300,975.330214929767,1.5621917670451952
101089-M12_101089,101089,M12_101089,0.8510000109672546,183.1999969482422,8.300000190734863,165,20260995,10.948167973815096,10.973867036915205,10.994480374385297,-1.4212311917166343,-1.3648641944536974,-1.3221922477643748,-0.007581863370208135,0.022197857403015768,0.04668860872267017,0.13243468761820928,0.16081271475223152,0.19091583047674388,3.7065104656158283,4.245258472991083,4.479446400502631,True,8044.543959668464,3442,8026.726627042461,3430,17.817332626003054,12,4016.6607625207976,223073.35289941987,0.2072820799108717,1176500,18600,1019.2869441714138,2.3371714002523136
101830-M12_101830,101830,M12_101830,0.9873830080032349,243.60000610351562,11.300000190734863,153,20260983,11.605868238437107,11.628956331906526,11.664711811088049,-1.9694498851267082,-1.921161080017292,-1.8838878978831335,-0.04078159105422735,-0.014025860161685347,0.01418414892777092,0.3328413973751282,0.3571921675938825,0.3822566058449902,3.0106363363295534,3.201158900066078,3.578784534662829,True,5944.585690178217,3826,5861.19976164377,3814,83.38592853444682,12,3532.0626821444966,246074.02355467892,0.193801084668464,1176500,18600,986.0244749290869,1.553733844793052
102456-M12_102456,102456,M12_102456,0.6779490113258362,170.3000030517578,34.900001525878906,33,20260863,11.159965009699794,11.175958372239059,11.191899900938319,-1.9056183563438645,-1.884404686546633,-1.8656053348775092,-0.09027127731387431,-0.07959605243137619,-0.06875829275310505,0.11603330347889203,0.12851539139780865,0.14038483153771888,3.424516067625048,3.6635454369836538,3.8447373899663644,True,4294.5950744312695,3475,4123.968383961159,3463,170.6266904701109,12,4112.025985046223,225476.6496177645,0.29642470418936584,1163500,18400,979.6841704230756,1.235854697678063
102968-M14_102968,102968,M14_102968,0.9393450021743774,259.79998779296875,9.5,161,20260991,11.357633991309617,11.395760310232152,11.433008056029262,-1.6860557554029187,-1.6387047330558264,-1.6022243977339246,-0.16283311584002266,-0.1381181364375906,-0.11341553335192185,0.5593958070183621,0.5816610363112658,0.6047434333912638,3.0855169507611215,3.4782783307990073,3.7960209520686488,True,4338.921064627192,3825,4188.963864034374,3813,149.95720059281848,12,3569.7981184766363,250394.66352109233,0.2594267196196777,1222000,19300,1042.1122821029276,1.134358448268547
103366-M14_103366,103366,M14_103366,0.674206018447876,194.60000610351562,14.300000190734863,133,20260963,10.844071826729577,10.906470295291905,10.952851393968025,-1.3608555467044225,-1.3114019121127907,-1.2626733518672835,0.05313032346223797,0.07114341065416152,0.09052415491009375,0.35940728287438456,0.3815021832821509,0.3947911967918593,2.743429547094485,3.565724553948302,4.384953327278414,True,4054.3014299499087,3559,4019.2671629250867,3547,35.03426702482184,12,3625.792605800937,234345.6710516234,0.27699189331248153,1170000,18500,1047.7395963910967,1.1391687074880328
104877-M14_104877,104877,M14_104877,0.9544000029563904,151.8000030517578,3.5999999046325684,186,20261016,9.933063206144217,10.008516565097835,10.134825589826972,-2.043706315761904,-1.9800529686172417,-1.9269050073920901,0.565331679715729,0.585288251255331,0.5956184806074833,1.014695806766365,1.0314132307918884,1.0528675632130875,0.052082662664369346,0.1727352186173659,0.7237462165314746,True,6837.2611490353265,3812,6748.631687541396,3800,88.62946149393049,12,3830.871900469688,244874.71130826895,0.2610220749102852,1085500,17200,962.0758736440912,1.7936152017406417
105474-M4_105474,105474,M4_105474,0.6732000112533569,181.8000030517578,37.29999923706055,20,20260850,10.751883868076655,10.761697340213605,10.77605010733804,-1.622763692346286,-1.5763928183163167,-1.544035588589743,0.21004900020683195,0.24212940430697621,0.27902656927727176,0.37874842978087936,0.3902897644996369,0.40184467366222243,1.0456275956299388,1.0907153555725246,1.3240565023523598,True,3868.6599034178557,3401,3712.211585722291,3389,156.44831769556438,12,3237.2873158272687,220833.57971190367,0.25079908267075846,1163500,18400,1001.6517043625936,1.1375065873031036
107362-M3_107362,107362,M3_107362,0.6766999959945679,239.3000030517578,23.700000762939453,85,20260915,11.035826988182986,11.044756264275637,11.054528938173686,-1.6530863625863161,-1.6335400135186053,-1.6120276996903145,-0.11141650067726894,-0.09775622823928445,-0.08459628528579799,0.19795149479189386,0.20953790690025653,0.2231505587215076,2.985550817705217,3.00325520558561,3.0866915852722205,True,4193.17303344832,3496,4025.390567167061,3484,167.7824662812589,12,3522.299806977896,227187.8046770948,0.2297456234338409,1215500,19200,992.3599024293944,1.1994202040756063
107370-M4_107370,107370,M4_107370,0.8435999751091003,181.8000030517578,17.799999237060547,117,20260947,11.032899457554043,11.041199456841994,11.051785063373572,-2.117012858089882,-2.069783291072822,-2.016116037018115,-0.009196222709992432,0.01650711409336117,0.04038978380507033,0.17903093233911027,0.19554084919822112,0.20998161010432592,2.892559690695799,2.9436862168811837,3.0015007516269705,True,3873.567999999143,3400,3825.5479397482713,3388,48.02006025087184,12,3528.5735259644207,221803.83635594262,0.18540458262357307,1059500,16800,854.5347389569506,1.139284705882101
107643-M4_107643,107643,M4_107643,0.7343000173568726,248.1999969482422,21.0,98,20260928,11.127523517361436,11.137401623545856,11.148068988881514,-1.6915816272393427,-1.6562963042036012,-1.6195861809123069,0.3162300300151406,0.33829567815253375,0.35919351709705105,0.1409547002986454,0.1585117799940098,0.17369342814285146,2.8766908915950427,2.9383943341647973,2.9954619585035127,True,3854.0204687006562,3508,3837.232778093577,3496,16.78769060707924,12,4096.782954622876,227899.25537623648,0.3216277288562843,1189500,18800,969.7860299469903,1.0986375338371313
108989-M4_108989,108989,M4_108989,0.8277999758720398,310.29998779296875,21.299999237060547,94,20260924,11.63615199512988,11.648966504371097,11.66277150784816,-1.8453377471659502,-1.8280641749961868,-1.8081507337976856,-0.11766211920324941,-0.10674217954682236,-0.0966077090756914,0.32133614710951314,0.33573490948544593,0.34942490398845877,4.616736721838253,4.7001636413357915,4.790010235145404,True,4602.782716502727,3747,4467.454592342662,3735,135.32812416006558,12,4221.645638996116,243101.4038871301,0.3300404000487594,1287000,20300,1032.3854415118694,1.2283914375507679
109352-M3_109352,109352,M3_109352,0.724399983882904,248.39999389648438,23.899999618530273,84,20260914,11.190561662261983,11.203124498178925,11.225319941468692,-1.9429665854278027,-1.9119163647756703,-1.8785289046029179,0.248938595217254,0.26868179921630864,0.28925971929432165,0.3733303342758139,0.3886856735492796,0.40307666116888435,2.995384992128609,3.059924494309012,3.4112368420919825,True,4161.700806986084,3542,4025.022183969783,3530,136.67862301630146,12,3868.934933669267,230485.71314906585,0.21265950075873077,1209000,19100,1028.88483262714,1.1749578788780588
109713-M3_109713,109713,M3_109713,0.7275000214576721,181.89999389648438,24.200000762939453,81,20260911,11.04188678154266,11.050409131479071,11.06200560950014,-1.9176983528138905,-1.8985011202929059,-1.8729409997939657,-0.04000836639651495,-0.02513667112542703,-0.00959359207989872,0.2490534687407372,0.26137085369559987,0.2745843087144196,2.960081090498282,3.0039389140618544,3.1319557846737505,True,4124.011517619955,3446,4041.0386852550123,3434,82.97283236494289,12,3609.1290982663772,225603.0700728328,0.3374036083539241,1215500,19200,1011.4413298740983,1.196753197219952
109843-M3_109843,109843,M3_109843,0.7243000268936157,115.0999984741211,12.899999618530273,142,20260972,10.729415846800894,10.737645038633724,10.751890750019303,-1.9164910987590893,-1.8756074668457148,-1.8413769294187905,0.06058928715438985,0.08553776769489577,0.1065818835705155,0.29705909746406267,0.31444517334682465,0.33611766016660943,2.8608102245746996,2.9190644588021066,3.044308652926791,True,4104.020514894075,3430,4059.33975209199,3418,44.68076280208475,12,3614.5935991222464,225568.83149684925,0.2863515179642807,1098500,17400,908.6931382250041,1.1965074387446282
111390-M3_111390,111390,M3_111390,0.6672999858856201,133.39999389648438,32.400001525878906,43,20260873,10.829579868320613,10.838811124783406,10.848179702231263,-2.150414748807564,-2.101071147000633,-2.0401810122966997,0.15215628506020665,0.17986149138212154,0.23618497119089216,0.015986047871123888,0.024638122143610816,0.033944230864116506,2.938708873575811,2.9911023693206653,3.0117069285006446,True,4463.540128876746,3565,4265.2418032773585,3553,198.29832559938754,12,3479.9730715388187,232873.1959216892,0.18467184928746405,1137500,18000,923.0890629831702,1.2520449169359738
112534-M4_112534,112534,M4_112534,0.9836999773979187,283.1000061035156,6.400000095367432,179,20261009,11.206833988493287,11.217638980364079,11.229446584960979,-1.6796458371252714,-1.6528638718556175,-1.6279519160997324,-0.19613554469622468,-0.18744988225962259,-0.17124066537560162,0.17897777767196552,0.20737942507804277,0.23377392881534964,2.996861329109986,3.0142939740897576,3.1135939757093043,True,4313.926240717878,3840,4247.669064972773,3828,66.25717574510396,12,3349.6352293605546,249714.31090610885,0.18144857693656333,1066000,16900,879.3406654847786,1.123418291853614
113852-M7_113852,113852,M7_113852,0.6751999855041504,292.20001220703125,39.5,18,20260848,11.313042588802,11.320609370661934,11.328814721695453,-1.8831669855993873,-1.8697741316100767,-1.8585137816190564,-0.09027578687217924,-0.07871979088559208,-0.06481223925867158,0.11302332222920851,0.12259514835254476,0.13060850745547606,3.0022169814266504,3.0143183093003483,3.061133282890567,True,4319.4171762603555,3516,4025.049526545536,3504,294.36764971481915,12,3122.5152434080023,228097.73917506132,0.1957854625082549,1137500,18000,918.4438953725621,1.228503178686108
117010-M3_117010,117010,M3_117010,0.6765999794006348,163.39999389648438,18.299999237060547,114,20260944,10.764843572966655,10.774556579429422,10.786269130547717,-1.8767951869783353,-1.843351066359318,-1.80740902522498,0.09890092837939,0.1175991024767418,0.13540768300511047,0.2918349455323093,0.30515882467570987,0.320785324991474,2.6602778188062755,2.7150754116609948,2.8794729200081517,True,3966.5038529220037,3426,3922.6220471784677,3414,43.88180574353607,12,3880.474182111151,225591.09441755665,0.26660650714935236,1157000,18300,950.1259607123211,1.1577652810630483
117400-M4_117400,117400,M4_117400,0.6686999797821045,245.60000610351562,36.099998474121094,26,20260856,11.306218854515329,11.31496779247758,11.324538769139224,-1.3937470475794653,-1.3727223867649092,-1.355338066437851,-0.07278915124948869,-0.06208480829205634,-0.052969436666586274,0.22425396028017808,0.23539904021914515,0.24559053709695838,2.9425585358906527,2.982150061046581,3.1398905162144053,True,3951.127755038626,3378,3824.3589293266323,3366,126.76882571199391,12,3572.91072855488,219072.45725775376,0.2753341443014,1306500,20600,1069.2046717992052,1.1696648179510438
117694-M3_117694,117694,M3_117694,0.6830999851226807,194.60000610351562,24.200000762939453,82,20260912,10.92705970118112,10.938541893972943,10.958324780839158,-1.9892185751126614,-1.9716588793024674,-1.945198507078858,0.32900410576237654,0.3522699487418163,0.37452879236159997,0.23252032376225432,0.24401004300668697,0.2555256335556213,3.0076099299376216,3.124761333442491,3.471703969299935,True,4162.957569089267,3520,4130.149467623719,3508,32.80810146554842,12,3682.2386351393866,230608.67553909522,0.21806341150493466,1079000,17100,903.5718050645664,1.182658400309451
119474-M3_119474,119474,M3_119474,0.680899977684021,265.6000061035156,35.400001525878906,30,20260860,11.345355731877707,11.370880110554257,11.386685311224161,-1.6250828141184634,-1.6091612941891866,-1.5907825547174457,0.03696862077192681,0.05592759708885728,0.0678979429819136,0.10123491137138864,0.10892336985046554,0.114952021323092,5.16750375693218,5.407360986317357,5.535534820442009,True,3951.7404072446543,3485,3829.483944299161,3473,122.25646294549318,12,3710.765957782391,226147.4960843782,0.1902539926470246,1248000,19700,1090.9922439316288,1.133928380844951
119802-M3_119802,119802,M3_119802,0.6819999814033508,202.0,25.399999618530273,75,20260905,11.050356847159781,11.060272874526154,11.07003332024684,-2.106866622856764,-2.076206049661173,-2.0440613251893525,0.286247921962907,0.30796147530101925,0.32823445011889263,0.35088812877158826,0.37064995473782386,0.3874474954371408,2.993233795689728,3.0055897329807433,3.061127535646508,True,4400.419798864881,3473,4206.610971299562,3461,193.80882756531923,12,3324.408684619819,226042.4096691021,0.2308745595357596,1157000,18300,966.8747640708461,1.2670370857658741
119809-M3_119809,119809,M3_119809,0.6801000237464905,105.5999984741211,5.699999809265137,181,20261011,10.14844820536821,10.226993870573597,10.312243948064799,-1.4556733064664513,-1.3428569511748685,-1.2654887169141649,0.39401148384779905,0.4649498636717477,0.5553594367276982,1.0083863545221232,1.0549330884401158,1.1041831083846276,0.6981198058653225,1.1757823903842284,1.7692301146076401,True,4382.349349548613,3569,4263.969405744069,3557,118.37994380454387,12,3454.3277121083647,232771.25360101098,0.28310590019691373,1072500,17000,989.7357813734561,1.2278927849673893
120308-M3_120308,120308,M3_120308,0.7279000282287598,222.6999969482422,29.0,61,20260891,11.215891267826448,11.225175524948936,11.23510757821217,-1.581231266990839,-1.5627774658466693,-1.5444073173468704,-0.1690675943644145,-0.15634579054772468,-0.14444755351429098,0.22991772563490429,0.24034935053848905,0.2511517732764897,2.902366345706348,2.9351479974025807,3.006509892172395,True,4251.084668810486,3544,4123.3199263129145,3532,127.76474249757155,12,3205.7969264706962,230499.30146988432,0.2407081411170908,1150500,18200,956.5214606150985,1.1995159900706789
120372-M7_120372,120372,M7_120372,0.9415000081062317,267.8999938964844,19.100000381469727,109,20260939,11.854484130988288,11.868112156650774,11.884318622299805,-1.845901736407779,-1.8235056524511695,-1.8027753190175693,-0.19812883652429414,-0.19359712854773037,-0.18713945579354166,0.6833061737121174,0.6993399720355364,0.7158483791302409,4.257810454804243,4.343553209979422,4.442353832792872,True,4493.334142674188,3799,4322.925197510955,3787,170.4089451632331,12,3827.5386901946144,246858.59708791444,0.30980253169005284,1449500,22800,1168.8715086551383,1.1827676079689886
120488-M7_120488,120488,M7_120488,0.9334999918937683,267.8999938964844,13.600000381469727,137,20260967,11.354784065012906,11.373468953193491,11.416469858131,-1.6098013945382919,-1.5772775564151607,-1.540546759950016,-0.05992851006323134,-0.0414890310425768,-0.019758295986971503,0.5907265405912061,0.6083298321949517,0.6257625421005487,2.8671229336523005,3.035776881423133,3.5327504299341204,True,4186.655968708952,3814,4086.744626826619,3802,99.9113418823333,12,3649.1374376901053,250717.16796552634,0.35994968623888535,1267500,20000,1089.4042051741853,1.0977073856080104
120540-M3_120540,120540,M3_120540,0.9553999900817871,163.89999389648438,15.100000381469727,128,20260958,11.315287887974062,11.324858963288445,11.334813786065881,-1.5490071676217319,-1.5042634355694915,-1.455337327095659,-0.008964724793754698,0.011382734591264354,0.03325919153913228,0.5735751704719055,0.5860856348013346,0.59963214188572,2.770341609781598,2.8253719357192226,2.8877605057731968,True,4265.89959578101,3825,4084.35369493312,3813,181.54590084788987,12,3618.7386103903596,251246.56666221964,0.16106673403397354,1339000,21100,1097.0107893859968,1.115267868178042
