target,object_id,spect_id,z,catalogue_sn,seed,n_free,mask_match,sigma_match,eff_sigma_max_rel_diff,pull_recompute_max_abs_diff,n_phot,n_spec,phot_chi2_stored,spec_chi2_stored,joint_chi2_stored,phot_chi2_h5,spec_chi2_h5,chi2_h5_recompute_max_abs_diff,ndof_h5_match,phot_redchi2_stored,spec_redchi2_stored,joint_redchi2_stored,f_calib_median_pct,f_calib_upper_pct,calib_saturated,n_outlier_pixels,worst_band,worst_band_pull,pull_u*,pull_B,pull_V,pull_r+,pull_i+,pull_z+,pull_Y,pull_J,pull_H,pull_Ks,pull_3.6um,pull_4.5um,n_bad_pixels,n_emission_masked,n_telluric_masked,ess,lnZ,lnZ_err,t10_q16,t10_q50,t10_q84,t20_q16,t20_q50,t20_q84,t50_q16,t50_q50,t50_q84,t80_q16,t80_q50,t80_q84,t90_q16,t90_q50,t90_q84,age_q16,age_q50,age_q84,universe_age_gyr,lnl_ml_stored,lnl_ml_recomputed,lnl_ml_diff,phot_chi2_ml,spec_chi2_ml,f_calib_ml_pct,ml_ndof_match,block_matches_stored,flags
139423-M1_139423,139423,M1_139423,0.7494999766349792,28.100000381469727,20260896,13,True,True,7.966041554914165e-05,0.0,12,3456,47.04653012127052,3971.646933352824,4018.6934634740946,47.04653012127052,3971.646933352825,9.094947017729282e-13,True,3.9205441767725433,1.1492033950673681,1.1631529561430085,5.906129505794288,10.000000000000002,False,16,4.5um,3.7763720487081525,-1.067346563212162,-2.3450291420280105,2.42986766829035,-0.02770549400942887,-2.1354014269393744,0.012106611691779243,-1.7229068457617864,-1.0409114269895854,-0.9265114690897036,1.159470144085905,3.0703980993725786,3.7763720487081525,2207,386,117,3632.741373062763,226817.0396276142,0.29801683082715924,3.9586230792942083,4.128559924933505,4.31359877225092,2.9550634109554563,3.1583243182134115,3.414098701987649,2.024549767587491,2.1013642015165477,2.1699395320900714,1.0937560795956416,1.1445821319432858,1.1914208592001867,0.7113821929119869,0.7511281029396898,0.7964036572719182,2.162879425845932,2.2506138774059394,2.3459193743733975,7.023056033029789,226853.85780009272,226855.95894804,2.1011479472799692,47.49552449708294,3971.9622431480025,5.895871961358516,True,,photometry chi2/N 3.9 > 3; 16 pixels with |pull| > 4
139662-M2_139662,139662,M2_139662,0.6705999970436096,17.299999237060547,20260949,13,True,True,1.369977234916137e-06,0.0,12,3430,46.4822435348468,9209.158489421254,9255.6407329561,46.4822435348468,9209.158489421254,0.0,True,3.8735202945705667,2.6848858569741263,2.6992244773858562,9.997890051764283,10.000000000000002,True,82,V,4.576290225264002,-0.665272959898415,0.6476935053608198,4.576290225264002,2.487033263751082,-0.645036729256058,0.9673967898433219,-1.0720587625341367,-1.2724643414174828,-2.4822347456878977,-2.1929432367206503,0.7613124930864055,1.6798486122370369,2099,520,117,3663.35047189035,222329.40737424293,0.24569063958383602,7.1134736192636305,7.146964161286418,7.161935210062126,6.75868818257293,6.825669266618502,6.855611364169918,5.6943318725008245,5.861784582614755,5.936639826493296,2.569276829884787,2.9322616523169622,5.017668288816672,1.4169034122649344,1.5729387184456027,1.7934497043933502,5.006765243924458,5.206391123805702,5.371879463779227,7.4682590559543325,222370.73950559364,222370.73659822912,-0.0029073645127937198,44.467391815814736,9206.476017278997,9.99973304441362,True,,photometry chi2/N 3.9 > 3; spectrum chi2/N 2.68 > 1.5; calibration floor at prior bound (10.0% of 10%); 82 pixels with |pull| > 4
143127-M7_143127,143127,M7_143127,0.696399986743927,12.199999809265137,20260980,13,True,True,0.00027438608098292067,0.0,12,3537,39.850684416827235,4257.8693295108715,4297.720013927698,39.850684416827235,4257.8693295108715,0.0,True,3.320890368068936,1.2038081225645665,1.215418555975028,7.511645326959732,10.000000000000002,False,12,3.6um,3.838008572975744,-0.363971856769575,-0.31064176312448377,0.6953361574509325,-0.3906231956450078,-2.582396212897136,-0.23565016935135233,-1.9841959424226556,-0.9679400662050848,-0.26529457088446934,1.5565523314924363,3.838008572975744,3.1880782389759927,2106,406,117,3371.6897607780916,231463.35293075338,0.257820935555446,4.615879888036652,4.925172094990046,6.501698885816358,4.214407253515352,4.511688382230773,5.685360133618525,3.006683436738958,3.253576022525303,3.9046549841665423,1.7981406525694543,1.8951560858819616,2.2664984923355083,1.3959239297394972,1.4394969895359782,1.6211288387196061,3.0108211837094707,3.2901099074269506,3.980855205183462,7.318037638014192,231492.97588722908,231491.81458330541,-1.1613039236690383,39.184192467418185,4272.95347349232,7.4799159545796385,True,,photometry chi2/N 3.3 > 3; 12 pixels with |pull| > 4
145276-M8_145276,145276,M8_145276,0.7505519986152649,17.200000762939453,20260950,13,True,True,0.00013065237305924458,0.0,12,3516,21.54055902420924,3870.6235345520063,3892.1640935762157,21.54055902420924,3870.6235345520063,0.0,True,1.79504658535077,1.1008599358794102,1.1073013068495634,4.077893103288503,10.000000000000002,False,7,3.6um,2.566052592645266,-0.0956844637326135,0.08239519757772791,1.0897637195917194,-0.4026428643265724,-1.838699350058831,0.5171424583514542,-1.8422053144011301,-1.1110038174894918,-0.5799747878688999,1.4174356139171524,2.566052592645266,1.7229295954529833,2125,409,116,3610.7935554276755,231300.547664079,0.28424758001040784,4.579153583283591,4.599638765604383,4.648650777149687,4.147891406725631,4.186073308258372,4.228949048343884,2.8600739296187974,2.9361648238569584,2.9986614985807787,1.69390676349338,1.7429417024931153,1.789081992018121,1.305471773581802,1.3462572319958435,1.3837340976124735,2.9089597579911812,2.963464826153462,3.0068749164177437,7.017397258727294,231333.1674924079,231333.14663247362,-0.020859934273175895,21.721883149901466,3888.8275054833684,4.042636672820826,True,,7 pixels with |pull| > 4
146213-M7_146213,146213,M7_146213,0.6875,19.200000762939453,20260936,13,True,True,0.00039740603946526964,0.0,12,3557,39.06560799250311,3970.2592325729884,4009.3248405654913,39.06560799250311,3970.259232572989,4.547473508864641e-13,True,3.2554673327085926,1.1161819602398055,1.1274816761995194,5.193459748377155,10.000000000000002,False,3,3.6um,3.085071215820664,-1.1536347831097593,-2.484785345700547,0.24830848458838006,-1.3461292812788508,-2.0526087576641214,0.5100549315957176,-1.4851446992907877,-0.745637654367778,-0.003396079611946889,1.8585591598955649,3.085071215820664,3.0789524670670927,2092,400,117,3603.368720437639,233596.16097015448,0.18333870044690262,4.6054107393781525,4.641311161020165,4.831287976680611,4.201365754562394,4.235837013522181,4.418609268968594,2.988304428262792,3.018680444702629,3.1783193318872227,1.7776714774684141,1.7961269438463554,1.8557646976915654,1.3725566361318036,1.3888779136369886,1.4137162549083249,2.9917279695583905,3.027474591129768,3.2054510593114602,7.36933256656468,233630.11821501591,233625.59378273596,-4.524432279955363,38.12390777452299,4001.245843948094,5.149834562616927,True,,photometry chi2/N 3.3 > 3; 3 pixels with |pull| > 4
147270-M7_147270,147270,M7_147270,0.8472999930381775,20.799999237060547,20260930,13,True,True,0.0003100211100140861,0.0,12,3843,78.01310719056282,4245.996218978642,4324.0093261692045,78.01310719056282,4245.996218978642,0.0,True,6.501092265880235,1.1048650062395633,1.1254579193568985,4.466368816528666,10.000000000000002,False,1,4.5um,4.506036557511808,-1.6679267973018888,-3.6224469840950353,1.452545528884563,1.6575983456131589,0.6223020838520962,1.2204757626402387,-1.6351259225980197,-2.662450289141262,-2.698016393647498,-0.06805270853871946,4.245479485657837,4.506036557511808,2084,123,116,4084.926359439403,252616.0152989183,0.21093607490672986,6.09665312285701,6.117374879932527,6.1448837881220815,5.667723799751688,5.70916731390272,5.764185130281831,4.477622689431077,4.544198967047956,4.638211774218915,3.3901587038906227,3.45953149780541,3.5499272143742,3.018707976423974,3.0966455073983017,3.1877828242940347,4.439130256778155,4.5122009762995,4.601492830655524,6.525582445962333,252654.4444544497,252657.7433979622,3.2989435124909505,81.09416921927539,4241.007478431742,4.458822043720934,True,,photometry chi2/N 6.5 > 3; 1 pixels with |pull| > 4
147539-M8_147539,147539,M8_147539,0.6958330273628235,30.5,20260884,13,True,True,0.00012898905529329407,0.0,12,3558,84.70296424303928,4241.08719771589,4325.790161958929,84.70296424303928,4241.08719771589,0.0,True,7.058580353586606,1.1919862837874902,1.2161344284393953,3.6809658084187418,10.000000000000002,False,8,3.6um,4.823913969117628,-3.129410049913919,-3.8407184363703393,-0.35626426668921934,-1.0448966975037008,-2.1139798173129023,0.33474287156871607,-1.7450991578818653,-0.5161034190888866,0.4430103164614403,2.455577693724015,4.823913969117628,4.642299251332927,2084,407,117,3849.378401738224,234014.67466305287,0.23337853455286225,6.309728642500464,6.495303912160405,6.686307260343689,5.298168286004856,5.669318825324735,6.0513255216913056,3.6482161620692852,3.8890313270073804,4.154556891942782,2.0491843204321563,2.192595352589129,2.3176791302220847,1.5105659965991178,1.5694190163148962,1.6204827212019868,3.7625789172941535,3.943406591849172,4.148784674424327,7.321288998996073,234053.0154397407,234045.41433216835,-7.601107572350884,82.49108937846907,4244.371609827593,3.6963827613729294,True,,photometry chi2/N 7.1 > 3; 8 pixels with |pull| > 4
147849-M7_147849,147849,M7_147849,0.677299976348877,29.799999237060547,20260886,13,True,True,6.265384775196831e-05,0.0,12,3560,155.92812293156712,4110.8421025432945,4266.770225474862,155.92812293156712,4110.8421025432945,0.0,True,12.99401024429726,1.1547309276807007,1.1988677228083344,4.205004012045024,10.000000000000002,False,7,3.6um,7.388257527686199,-3.2328815149339913,-4.623192029543348,-0.016961741167445036,-1.3834492116665096,-2.1929551854683407,0.09517429441593206,-2.062622155914335,-0.5847301135710601,0.7413825820861555,2.95690692390303,7.388257527686199,6.992478104175528,2088,406,112,3246.852845947233,232851.65414117742,0.1978956797179366,4.602599938484039,4.611070706270148,4.6572926386497455,4.2009525109814,4.208931349650676,4.2518698203269345,2.99492680064707,3.0037052558190602,3.0389549914829828,1.7916246950050754,1.7983540865696042,1.8117695502956426,1.3902490418361024,1.3965219955469015,1.4033396620049143,2.996094336485399,3.0061638086988234,3.050006536645148,7.42879870037263,232887.59885714971,232883.8905775116,-3.708279638114618,158.53527348636416,4117.143464690977,4.205560819073553,True,,photometry chi2/N 13.0 > 3; 7 pixels with |pull| > 4
148698-M8_148698,148698,M8_148698,0.6755419969558716,33.0,20260871,13,True,True,0.00021993713494657192,0.0,12,3587,20.63594088868546,3844.2693813490464,3864.905322237732,20.63594088868546,3844.269381349046,4.547473508864641e-13,True,1.7196617407237884,1.0717227157371192,1.0777761634795684,3.586154240952045,10.000000000000002,False,1,V,2.769374157492053,-1.510337161031604,-0.714573352289738,2.769374157492053,1.7897870808709895,-0.23486659535204318,1.749370347344335,-0.6795219642271746,-0.6987385536238927,-1.5071316392983742,-0.6506287980202746,-0.22503853585161412,0.4007317110974944,2058,404,117,3546.4635376218853,236856.2025995204,0.24616188180537876,2.728936433580115,2.73325643612886,2.742032373219735,2.453322239655441,2.4609939473830926,2.4684758491523735,1.6243249883924373,1.6412523068948048,1.65231855111862,0.8068517137896645,0.8253830163039648,0.8386230689148633,0.5461652209255318,0.5589534438034022,0.5677387111538216,1.6327327705602166,1.647140161761108,1.6589831014084866,7.4391217007473225,236893.07010732594,236891.18039631456,-1.8897110113757662,22.70806395843251,3856.4847615281037,3.5725919120269274,True,,1 pixels with |pull| > 4
150848-M8_150848,150848,M8_150848,0.7011280059814453,40.900001525878906,20260844,13,True,True,0.0006386757507464152,0.0,12,3576,109.46340386725635,3945.2444784970003,4054.7078823642564,109.46340386725635,3945.2444784970003,0.0,True,9.121950322271362,1.1032562859331656,1.1341840230389528,3.053396010915044,10.000000000000002,False,3,3.6um,6.040474425748424,-1.076859858311125,-2.3842001456590007,-0.4013842899694418,-2.2249885947137282,-2.854725166318229,-0.23261659577562402,-2.3262598844787035,-0.6570437524405734,0.8621267129072392,3.157433034996737,6.040474425748424,6.021706390808092,2067,406,117,3637.777562181169,234700.4908065533,0.3265780125885923,4.603610823751926,4.61317418254652,4.65189106713587,4.20307432007245,4.2120792587626354,4.246540533537015,3.001036796046174,3.008295234076555,3.0368350347766984,1.798960273815455,1.801841946018544,1.8137529036701672,1.3978793032263537,1.3999053180842,1.4059523426276617,3.002343454388842,3.0111712544792146,3.0467315667299326,7.291009491338333,234736.53462873533,234736.19291480657,-0.3417139287630562,112.4673528936945,3917.089357641127,3.0699157900539795,True,,photometry chi2/N 9.1 > 3; 3 pixels with |pull| > 4
152125-M7_152125,152125,M7_152125,0.7871000170707703,16.0,20260954,13,True,True,0.0004945788937286498,0.0,12,3608,129.86550884260643,3966.083637328162,4095.949146170768,129.86550884260643,3966.083637328162,0.0,True,10.82212573688387,1.0992471278625726,1.1355556268840499,6.41699449421086,10.000000000000002,False,8,H,-4.681476695212371,-0.5599885941910566,-4.201028025439059,4.595979326577025,4.527001906642071,3.067502257680206,2.869125831372282,-0.6889748177920345,-1.9460286218831193,-4.681476695212371,-3.0332914890386102,1.8794433290535264,3.7059354483205036,2184,264,110,3597.0648424678616,236775.6505756599,0.24766788775097395,4.596407740879873,4.610793976077029,4.676051127726306,4.182566116688697,4.2053688842273225,4.265526555700738,2.945285965580628,2.9964350006195817,3.0481650280271206,1.7479174610087937,1.7895494811148192,1.811065665863506,1.34917782543185,1.3869554655823588,1.3994424659340083,2.96372839448062,2.9977103155129274,3.051660796575764,6.82508241195568,236810.19851109828,236809.770610243,-0.4279008552839514,135.1275056672405,3981.986963805165,6.385066293530546,True,,photometry chi2/N 10.8 > 3; 8 pixels with |pull| > 4
156118-M8_156118,156118,M8_156118,0.8295459747314453,11.0,20260985,13,True,True,0.0011041067532878237,0.0,12,3409,32.2902928053672,3944.5854517743373,3976.8757445797046,32.2902928053672,3944.5854517743373,0.0,True,2.6908577337806,1.1571092554339506,1.166923633972918,5.439123484623289,10.000000000000002,False,4,V,2.437422320410827,0.7181022921345058,1.2319707817782717,2.437422320410827,1.395512918780401,-0.98582887330431,0.30314062323739344,-2.0761091107011858,-1.7172233445395717,-1.9223932697310702,-0.13105830807283575,2.2299527932217735,2.315186069981838,2172,469,116,3353.753565433066,223412.16051686142,0.25211861392559226,4.535022009709174,4.589028909805872,5.052894979590625,4.055085155569688,4.119385034673776,4.5059364294922775,2.6954425898947774,2.7752143351584357,2.9771828072767734,1.5732884946404122,1.62318996469122,1.690991883015757,1.1933894432492975,1.238432219396213,1.2716367777722735,2.783012368004854,2.8527538475165772,3.1125792941170745,6.611761225350766,223443.09418451405,223442.02960328053,-1.0645812335133087,27.458029022195113,3954.788544021805,5.405423568343642,True,,4 pixels with |pull| > 4
160400-M8_160400,160400,M8_160400,0.6031960248947144,44.29999923706055,20260840,13,True,True,0.0001875170098330758,0.0,12,3558,72.8022825574851,3850.381316196103,3923.183598753588,72.8022825574851,3850.3813161961025,4.547473508864641e-13,True,6.066856879790425,1.0821757493524742,1.102947314802808,4.221319453095733,10.000000000000002,False,5,4.5um,4.851138244830692,-2.500286656951509,-2.8626771601830834,0.8848537305640517,-0.7765120749653596,-2.8736111683040035,0.07452474984541448,-1.469895007994609,-0.4294872711373219,0.01647777786490801,1.2571966094154583,4.609488984928347,4.851138244830692,2100,391,117,3441.4613029801544,232617.7444633307,0.23750975665500743,4.641993661531298,4.896478068496357,6.165490937420614,4.236856344634501,4.4690315728509855,4.852973785583496,3.018629707810302,3.194300139614635,3.4770897300638532,1.7977738549717508,1.870556465078774,2.0040742900970883,1.3912059963901087,1.425733100043833,1.4918275155500238,3.0305090593313286,3.268559689606526,3.6109698885189943,7.8836387699465895,232655.8401010004,232654.4492507057,-1.3908502947015222,71.38740687851946,3836.329299640658,4.234762746196025,True,,photometry chi2/N 6.1 > 3; 5 pixels with |pull| > 4
161113-M8_161113,161113,M8_161113,0.8911049962043762,12.600000381469727,20260975,13,True,True,0.0003049620043380376,0.0,12,3799,150.54796205129722,4128.589566786831,4279.137528838128,150.54796205129722,4128.589566786831,0.0,True,12.545663504274769,1.0867569272931905,1.126681813806774,5.281776276201341,10.000000000000002,False,3,B,-7.370867439112157,-3.6482752929766367,-7.370867439112157,0.7365783962384178,4.180064237890595,5.127480022422418,4.827181604628988,1.6439461975154601,-0.26006526220331516,-2.3959586569581774,-2.5694840363596025,0.305923450505599,0.30577106538027193,2124,126,117,3450.12647314973,250566.98544586054,0.26435799075780075,5.943999725009147,5.982942907542752,5.995672027638545,5.567739247947613,5.645625613014824,5.67108385320641,4.484554818699012,4.63271017805674,4.679175201719042,3.421996506572111,3.61589630478879,3.659652992222464,3.0781264015219043,3.277909488985536,3.32520230681371,4.421548303249148,4.611801759370936,4.65603140140729,6.320260202070679,250606.01952225473,250605.99348694543,-0.026035309303551912,157.0098236642405,4129.6555591142105,5.258371901475776,True,,photometry chi2/N 12.5 > 3; 3 pixels with |pull| > 4
161346-M8_161346,161346,M8_161346,0.6566219925880432,40.5,20260845,13,True,True,0.00011669192909133614,0.0,12,3447,46.92389172699093,3880.2058217976682,3927.129713524659,46.92389172699093,3880.2058217976682,0.0,True,3.9103243105825776,1.1256761885110729,1.1396197659676899,4.478958715172687,10.000000000000002,False,6,3.6um,3.6455892541084003,-1.0002490831622552,-1.6480116716491713,0.9658760055417609,-1.192896771099539,-2.676563330609074,-0.10921323287023436,-1.8911079540564748,-0.6432537535459555,0.2820196521799321,1.9945805001849104,3.6455892541084003,3.5124551129096497,2106,496,117,3347.966102267644,225817.18212018712,0.3037168906273417,6.67226946924326,6.830667448956211,6.922263052726786,5.792918944263033,6.109714903688934,6.292906111230083,3.887896705197126,4.188594741784764,4.435269819795748,2.0581431796300995,2.2474603591488265,2.475570940369883,1.3803886730043564,1.4456342890701133,1.5338732025385415,3.9410654345497913,4.167408021774337,4.341172860673811,7.551619994223488,225855.94776446567,225852.86887678757,-3.0788876781007275,47.36237382402397,3902.658049652592,4.46196767709786,True,,photometry chi2/N 3.9 > 3; 6 pixels with |pull| > 4
162149-M8_162149,162149,M8_162149,0.7034350037574768,40.5,20260846,13,True,True,2.5377306924361165e-05,0.0,12,3494,70.02527031147594,3763.5107628507717,3833.536033162248,70.02527031147594,3763.5107628507717,0.0,True,5.835439192622995,1.0771353070551721,1.0974909914578437,3.894997613769276,10.000000000000002,False,3,3.6um,4.8517188700746186,0.4397882552601389,-0.3473535183805299,0.5896580356227902,-1.32043477333603,-2.7968041737394964,-0.6366508138359378,-2.882625965432248,-1.1109487846017005,0.3757436019449316,2.748133873676908,4.8517188700746186,4.314647263193411,2087,471,114,3347.4119287925087,229725.27833536008,0.22829939712866654,5.99909529111187,6.398774576837711,6.588158107856593,4.88654090503046,5.519672421418848,5.898439483456612,3.3273148124830088,3.6237440143673334,3.8869054517728108,1.8494098589779524,1.9457303964554913,2.042846923299463,1.3687645877381562,1.4065756231837208,1.4496698987447345,3.48154667288808,3.7392656540182996,3.9395140637306265,7.277876732256576,229762.83061808744,229762.23314240505,-0.5974756823852658,71.75159984392248,3769.7945070143437,3.890910395445878,True,,photometry chi2/N 5.8 > 3; 3 pixels with |pull| > 4
162587-M7_162587,162587,M7_162587,0.786899983882904,12.600000381469727,20260974,13,True,True,0.00015017087873028237,0.0,12,3544,80.12607589354718,4477.583753309502,4557.709829203049,80.12607589354718,4477.583753309502,0.0,True,6.6771729911289315,1.2634265669609204,1.2863984841103722,9.85586806309402,10.000000000000002,True,15,B,-4.591974313870222,-0.6992414012393691,-4.591974313870222,2.2629616242924735,3.3678107115964733,2.7514510631821163,3.952837935338268,1.3396039209339567,0.6794527909470551,-1.7825225020383253,-2.316219255300375,-2.0637459892999432,-1.9582782951971471,2094,411,117,3669.9088328977873,232742.5691932166,0.27663450540084283,2.806463165845847,4.01086470607679,4.279599779432146,2.5292929676961786,2.985532921161398,3.5366654803145066,1.697782373247171,2.046243660901986,2.2417343851620655,0.859870455191543,1.1080852276417454,1.2418743360081976,0.5708055261871996,0.7155686292268193,0.8452842363695569,1.7219249555180096,2.1796563307648573,2.3746533769615166,6.826112777889853,232777.6686670835,232776.29011209475,-1.3785549887397792,81.11706853721324,4415.925388081125,9.996220118656115,True,,photometry chi2/N 6.7 > 3; calibration floor at prior bound (9.9% of 10%); 15 pixels with |pull| > 4
163989-M8_163989,163989,M8_163989,0.7582690119743347,19.0,20260941,13,True,True,0.0003351871390780451,0.0,12,3618,37.55634436776416,3951.7685974970163,3989.3249418647806,37.55634436776416,3951.768597497016,4.547473508864641e-13,True,3.1296953639803466,1.092252238114156,1.1029375012067406,5.284660992645586,10.000000000000002,False,3,B,-3.9600890350700104,-0.9862576041777894,-3.9600890350700104,1.9751214057060782,2.4133390840618625,0.5461829874775416,0.8937174771121075,-1.8113456404606467,-1.2574200321956508,-1.3787095484491967,0.10804437311084918,1.5158176395810874,1.0033361176822608,2125,313,110,3328.6584710565967,239566.45733192514,0.2589206172664043,4.602256494497776,4.611472917111762,4.649936395538078,4.200181125879033,4.209449530717615,4.24597907378054,2.9892284181905477,3.0039033672639164,3.0375605105915056,1.7878001416934706,1.7987411053822515,1.8116029920916632,1.3872586295763838,1.3966619993681042,1.4027773430780675,2.9953767802929745,3.0060822867542467,3.041017964260062,6.97610136276161,239602.38045057104,239603.81921602727,1.4387654562306125,39.852382372929235,3917.4323001933617,5.330347830970002,True,,photometry chi2/N 3.1 > 3; 3 pixels with |pull| > 4
165871-M5_165871,165871,M5_165871,0.7031000256538391,25.0,20260907,13,True,True,9.359123506194554e-05,0.0,12,3460,57.1456507525954,3802.318236754264,3859.4638875068595,57.1456507525954,3802.318236754264,0.0,True,4.762137562716283,1.0989359065763769,1.1157744687790863,4.4294055442018925,10.000000000000002,False,8,4.5um,4.349143173039735,-1.7565250076724148,-1.6971769127730398,0.9585576993901258,-0.7671712791456453,-2.3048108047869325,-0.19457835592334513,-1.9663618350381153,-0.9427943590381104,-0.3089623392903728,1.8324309795854605,4.147133410963955,4.349143173039735,2181,408,117,3555.8438200985543,226664.29814822867,0.22169250487831496,4.530602519478692,4.547843835902489,4.603340029148402,4.05247396121129,4.079704753168405,4.137797624540627,2.6973016813682333,2.740336356354187,2.787866993686783,1.5805511506723038,1.6081445522784068,1.6371560785912131,1.2090129438757897,1.2305592325115347,1.2538511269316344,2.785781309483553,2.8185893647385543,2.8741759077428664,7.279781373060028,226699.57336712093,226698.16579713908,-1.4075699818495195,57.48934055870596,3833.432680648255,4.392315559814818,True,,photometry chi2/N 4.8 > 3; 8 pixels with |pull| > 4
166634-M6_166634,166634,M6_166634,0.8526999950408936,7.300000190734863,20261000,13,True,True,0.00022557762118424374,0.0,12,3518,111.24993132952751,3956.847958104214,4068.0978894337413,111.24993132952751,3956.8479581042143,4.547473508864641e-13,True,9.27082761079396,1.1247435924116582,1.1566954476638445,9.35483640901538,10.000000000000002,False,3,r+,4.852085343200753,0.5632866153843967,0.6187633883224294,3.325564230982729,4.852085343200753,4.013360002590015,4.083234518047154,-0.9664812514398526,-3.2820602027777697,-4.649475526352853,-2.4107328316453915,1.4935638856309974,1.3423134491023105,2097,442,109,3371.5081413332846,229740.42812441208,0.185212437965986,6.34588349174108,6.348537063336304,6.349260079892341,6.192051144989182,6.197358288179631,6.198804321291704,5.730554104733489,5.743821962709612,5.747437045489794,5.2690570644777965,5.290285637239592,5.296069769687883,5.115224717725899,5.139106862082919,5.145614011087247,5.698386343980727,5.731005512903206,5.741262673848921,6.499715838492977,229771.10422995302,229769.34282970894,-1.7614002440823242,111.26989717385477,3950.5943385071178,9.40055340861776,True,,photometry chi2/N 9.3 > 3; 3 pixels with |pull| > 4
167056-M5_167056,167056,M5_167056,0.8932999968528748,8.100000381469727,20260997,13,True,True,0.0006811467856929025,0.0,12,3796,48.46379653875334,4063.6623789593755,4112.126175498129,48.46379653875334,4063.6623789593755,0.0,True,4.038649711562779,1.0705116909798145,1.0835642096174252,5.154976736636894,10.000000000000002,False,1,B,-3.3601274465089026,-2.0373466662411834,-3.3601274465089026,2.008196992988989,2.6755063559084666,1.6206884517052087,2.2117427925118744,-0.5953761674912591,-1.7218985318257987,-2.784900917000916,-0.712701506041438,1.0407308525555028,1.2832721403676492,2130,126,114,3440.8172672365667,251057.97383894105,0.21461848229547054,5.866965523610146,5.9581873631615725,5.97942089906174,5.423693896515777,5.606137575618629,5.6486046474189635,4.2867294002767595,4.550060616992161,4.652495098681872,3.2007903087015173,3.4957910307957913,3.6543180610928254,2.3853522492041326,3.141158154530358,3.318089324818028,4.210712381099055,4.491535618812257,4.64542426866914,6.310237150704515,251090.47597268622,251093.0282700331,2.552297346876003,52.793362718567366,4037.6773602936137,5.208609351943537,True,,photometry chi2/N 4.0 > 3; 1 pixels with |pull| > 4
172669-M5_172669,172669,M5_172669,0.6036999821662903,105.0,20260830,13,True,True,7.595753318646208e-05,0.0,12,3602,169.6239780344042,3825.8781560263456,3995.5021340607495,169.6239780344042,3825.8781560263456,0.0,True,14.135331502867016,1.0621538467591187,1.1095534946017078,2.8965142330177263,10.000000000000002,False,29,4.5um,7.494838933717035,-3.2927500511867858,-5.574821409036944,-0.3820649805846068,-1.746534576706741,-1.8263505861689966,1.082401556738513,-0.018308626967264232,0.7879638396546929,1.7138569400622772,3.3210827105289114,7.017043984438652,7.494838933717035,2070,391,103,3161.539116474917,232729.29071411278,0.2317589068047571,2.7335398299002103,2.7430108177558488,2.7716864254442872,2.46299628632101,2.4715633584040577,2.4973734630047053,1.651130332006947,1.6572359536243368,1.6746354594129982,0.8395788488740229,0.8427356195193478,0.8507044312698173,0.569106763446568,0.5710036469627523,0.5749488968670462,1.6530251829730191,1.665577916441225,1.7073193856062816,7.880404221066621,232765.0257576463,232766.93760372704,1.9118460807367228,168.88623924281586,3849.01707735777,2.8840875426357626,True,,photometry chi2/N 14.1 > 3; 29 pixels with |pull| > 4
173928-M5_173928,173928,M5_173928,0.9589999914169312,13.300000190734863,20260970,13,True,True,0.00045662481863562905,0.0,12,3836,144.78918887252541,3629.1963853906345,3773.98557426316,144.78918887252541,3629.196385390634,4.547473508864641e-13,True,12.065765739377118,0.9460887344605408,0.9840901106292463,9.169230756377733,10.000000000000002,False,23,i+,5.6654160311568855,-0.1614285178949333,-0.953263600466864,1.5452606907719522,5.034990468837252,5.6654160311568855,5.66453273567513,2.2144740376864602,-0.621629287707787,-4.039096187342633,-4.93899072578326,-1.3031773658026617,-2.057929004889709,2083,130,117,3816.7586900294637,250192.96910999654,0.23239716695879034,4.578329390672259,4.595154939354638,4.638209418532445,4.1490555915327665,4.17788957842715,4.22663967989495,2.869246046399422,2.922964390491817,2.987017002545646,1.6980539281932208,1.7331763901234558,1.7706154916262673,1.3057318639949194,1.3356676327491943,1.3670518522138528,2.9057417550625733,2.9458798494154212,2.992793407092171,6.021339741744149,250239.604036798,250237.75267871196,-1.8513580860453658,147.84475024088977,3657.5830486326786,9.103426688486978,True,,photometry chi2/N 12.1 > 3; 23 pixels with |pull| > 4
180774-M12_180774,180774,M12_180774,0.6782490015029907,22.200000762939453,20260921,13,True,True,0.0003771994499570368,0.0,12,3384,42.006358686963125,4068.8365528683453,4110.842911555308,42.006358686963125,4068.8365528683453,0.0,True,3.5005298905802604,1.2023748678688964,1.215147180477478,7.385365320364566,10.000000000000002,False,9,4.5um,3.754732496166408,-1.1676419425169677,-2.074964534113537,1.8929663771240999,-0.08250669855319132,-2.3637369617550634,-0.0018064043200573439,-1.4603440695836036,-0.744146193560742,-0.5650656948468078,0.8260337614215507,3.0617156831243,3.754732496166408,2168,497,117,3614.0278633616076,222042.58090681903,0.19629394120473057,5.928064807905658,6.7694170343894475,6.917261176405296,4.79260996505658,6.115599039427307,6.4112873234590015,3.0652461656874803,4.048268474220443,4.749856588218908,1.6605885779596299,1.9368946701632717,2.2121942640127354,1.194526403744637,1.2801825309345385,1.3547354509366403,3.3024798112491065,4.021726417014746,4.351959983301912,7.423235029351589,222078.75838082578,222076.66117334345,-2.097207482322119,44.2087077021435,4113.126246053147,7.3176016102476344,True,,photometry chi2/N 3.5 > 3; 9 pixels with |pull| > 4
