target,object_id,spect_id,z,sigma_star_kms,catalogue_sn,manifest_index,seed,logmass_q16,logmass_q50,logmass_q84,logZ_abs_q16,logZ_abs_q50,logZ_abs_q84,alpha_fe_q16,alpha_fe_q50,alpha_fe_q84,tau_dust_q16,tau_dust_q50,tau_dust_q84,age_q16,age_q50,age_q84,t20_q16,t20_q50,t20_q84,t50_q16,t50_q50,t50_q84,t80_q16,t80_q50,t80_q84,dt_q16,dt_q50,dt_q84,passed,joint_chi2,joint_ndof,spectrum_chi2,spectrum_ndof,photometry_chi2,photometry_ndof,ess,lnZ,lnZ_err,n_calls,n_samples,wall_time_s,joint_chi2_per_ndof
139662-M2_139662,139662,M2_139662,0.6705999970436096,206.0,17.299999237060547,119,20260949,10.954054222524027,10.984512010643922,11.024506856535004,-2.0843326514865126,-2.0238435719025403,-1.971937620654373,-0.06973242642142116,-0.03833730082651722,0.007581758954320198,0.5956680081370477,0.6395161342601957,0.6887133425178488,3.2855766186586925,3.662379579540211,4.134960928863072,1.897952432133737,2.077464220759208,2.452360543273831,3.2321345624589415,3.5774880767872,4.077336435958238,4.49882960663917,4.9171810944914345,5.869882104784049,2.6013964925022774,2.829501729110201,3.2933761315508217,True,8820.850511521174,3442,8800.90775533268,3430,19.94275618849288,12,4552.595587693286,222566.79343516284,0.21254251083754142,6617406,19900,385.6140008158982,2.5627107819643156
143127-M7_143127,143127,M7_143127,0.696399986743927,184.60000610351562,12.199999809265137,150,20260980,11.086789446559164,11.115261579061679,11.139418840528663,-2.0617668961698996,-1.9751418511881438,-1.898855626194213,-0.05856317616872052,0.028107460329074546,0.09879501320814664,0.43831616614241065,0.47675748694812536,0.525890537974832,5.0093394718605815,5.357989920656595,5.618229396769323,3.5919255147482025,4.094267372948435,4.759242238021184,5.2526988561486565,5.547793222997781,5.828510153971188,6.491902125267977,6.609939872007628,6.72222664439699,1.9617713525992373,2.5103029478849592,2.884253960964735,True,4279.00159200123,3549,4262.543309724622,3537,16.45828227660823,12,6049.838384225149,231539.4591375831,0.25378618608564996,6745074,18500,365.88855489506386,1.2056921927306932
145276-M8_145276,145276,M8_145276,0.7505519986152649,161.3000030517578,17.200000762939453,120,20260950,11.037931152018,11.096581775480757,11.129751265009885,-2.3939287504049047,-2.3182586257254645,-2.2122111420544925,0.30057603819999523,0.33480745610765517,0.37266883252981503,0.22855542911149232,0.25388673269395357,0.28351685701260515,4.264663576501329,4.911647503934744,5.225524482613534,2.775112587435585,3.6075734945755356,4.033984427966528,4.294193834930797,5.1000873516358105,5.4324669544501525,5.852470060388975,6.2504732958907,6.383425137016437,2.3410064016202745,2.5986892551997682,3.0044275249972987,True,3811.6224158618834,3528,3800.690828365973,3516,10.931587495910025,12,4492.8467418376395,231386.84385343833,0.24316579830149931,6602083,17900,355.06658609898295,1.0803918412306925
146213-M7_146213,146213,M7_146213,0.6875,165.6999969482422,19.200000762939453,106,20260936,11.107580375283534,11.134292774116934,11.172644202320807,-1.93634325926775,-1.8788463225818242,-1.8385681545033825,0.08339663499053467,0.10524064732294433,0.12922674041777382,0.39856075849587924,0.42242303113521396,0.44689040090337767,4.3566135924697775,4.704935589859565,5.129383213585846,2.858358417187485,3.2305424571692707,3.746122568250122,4.3485595611126415,4.831540893853179,5.320512884720367,6.0626499825330376,6.360802850261426,6.549804693826955,2.758818514798004,3.0602912575617984,3.2509661164080637,True,3876.6375429755567,3569,3850.3634656219874,3557,26.27407735356916,12,4831.036113562057,233793.65793883541,0.2381712654902918,7636494,21300,414.90325460699387,1.0861971260788896
147270-M7_147270,147270,M7_147270,0.8472999930381775,230.39999389648438,20.799999237060547,100,20260930,11.504690535825203,11.51652242623814,11.529747826008789,-2.1431831588750145,-2.108577160861043,-2.0777532753782064,-0.19780180839966513,-0.19303868057251755,-0.18437431703856297,0.3749018922693025,0.39108891097476706,0.4116350057060113,4.792512450823005,4.901242553404931,5.0336361834982135,3.7202386329117014,3.8193727987457287,3.9775488962464536,4.866124444963999,5.0721960215936885,5.256012654669028,5.8692129788309275,5.944227876214875,6.0177545294450105,2.0387420096166875,2.120778973527945,2.1443596070339512,True,4232.3687188363465,3855,4197.036396376434,3843,35.33232245991217,12,4280.012679878415,252916.11141743793,0.18737477945215428,7769912,21900,423.59772301395424,1.0978907182454856
147539-M8_147539,147539,M8_147539,0.6958330273628235,136.5,30.5,54,20260884,11.29421357993849,11.303482656502034,11.316146142543042,-1.9190284584443595,-1.9012854117764528,-1.8821153088033797,-0.03503007931755922,-0.022705741455193783,-0.011591091218371595,0.4159068519291034,0.4304244215676717,0.4450625412538608,5.1924845730887315,5.278421487528318,5.423228387119052,3.8939535233952887,3.9820033125873158,4.177262528484068,5.2321357041713545,5.373814349748098,5.567486146668484,6.485627681066186,6.542299139296883,6.619767858065038,2.4423009765334047,2.5594687005908954,2.591319620758362,True,4004.8671503783926,3570,3954.059097371944,3558,50.80805300644873,12,4346.732798829188,234444.97644147478,0.34153815533681336,8513746,23800,467.8487874669954,1.1218115267166366
147849-M7_147849,147849,M7_147849,0.677299976348877,231.0,29.799999237060547,56,20260886,11.46019065758161,11.471463008655476,11.483471983150613,-2.026851352660497,-1.9852833979081,-1.948451254388244,0.03478512490036082,0.050233434169925636,0.0659631743124858,0.5242664116640846,0.5390721745186153,0.5529859909948663,5.291419119726696,5.400825893742729,5.5258053993958836,3.962125616712677,4.093312087199186,4.296738196640649,5.359959578332098,5.518422089248293,5.675311877636012,6.601263051556417,6.664648055922895,6.727403971277982,2.4310761399118253,2.5711529322557607,2.6391089597274737,True,3946.2497396205404,3572,3894.6016398373063,3560,51.64809978323425,12,4255.928494777466,233292.25182741904,0.3805217937998637,8412996,23500,462.28975777397864,1.1047731633876092
148698-M8_148698,148698,M8_148698,0.6755419969558716,144.60000610351562,33.0,41,20260871,10.740833953358248,10.752011489837221,10.76196074396955,-2.3148634433802333,-2.2686720522222408,-2.2370104139618734,0.3341768425505003,0.3562207889180784,0.3843838381046856,0.18328506032276567,0.20792059417493255,0.22925106702745585,2.503903624258607,2.5721300599457164,2.654835937716297,1.339159417211088,1.3747961775147486,1.416217307139547,2.366151173011509,2.4308898494506748,2.492875874058838,3.7423410776897055,3.840496030890409,3.9510314920141703,2.4000757984540075,2.457740081519227,2.5318408955986746,True,3758.3875451118606,3599,3746.956423321675,3587,11.43112179018537,12,4771.226183776691,237549.1917602239,0.27404876499899417,7633480,21500,428.40932076238096,1.044286619925496
150848-M8_150848,150848,M8_150848,0.7011280059814453,270.5,40.900001525878906,14,20260844,11.389390224581351,11.407982743973552,11.434831084304411,-1.85128159781175,-1.8206675378078399,-1.7906665771132946,-0.0582765765808874,-0.045538550766529975,-0.03339243782515233,0.4943237344803082,0.5138352944209494,0.5323668920605898,4.675055372725757,4.888661847902018,5.141455596223158,3.2506504966624985,3.4972745277461015,3.810153797074609,4.758707334972773,5.067133798787246,5.342742348524369,6.270238734158073,6.4014592143178985,6.511702634212748,2.6918965321748076,2.9056835069979607,3.037273587453404,True,3876.71802562416,3588,3798.3038523646014,3576,78.4141732595585,12,4398.088518263947,234954.7741850775,0.24315489632014897,9111163,24900,490.16285816498566,1.080467677152776
152125-M7_152125,152125,M7_152125,0.7871000170707703,163.5,16.0,124,20260954,11.375452795885801,11.398460820801999,11.422549259412106,-2.8398195681715688,-2.8137735777918595,-2.79076289222935,0.10803962777944989,0.13619767299963287,0.1609367049842535,0.6435921345344924,0.7112903635888895,0.7809269753899276,5.043866244765585,5.193270688345885,5.370744545312302,3.879333154646677,4.0654278199324345,4.430055496894413,5.157474582950156,5.366603812578117,5.56099294206637,6.158039280353471,6.241690972204655,6.319446623999957,1.8887237815871831,2.176542280854561,2.278674604026098,True,3869.7958261735726,3620,3857.878236306026,3608,11.917589867546884,12,3280.2297171878863,236890.08017770937,0.22976667692786681,5421836,16500,319.55238094506785,1.0690043718711526
156118-M8_156118,156118,M8_156118,0.8295459747314453,211.8000030517578,11.0,155,20260985,11.28958776114786,11.314037869502162,11.339645367044353,-2.318998051991189,-2.277319728441072,-2.2234401987307586,-0.023002540701696984,0.008473516864397786,0.04243439345418904,0.4077632592480811,0.4625222927491717,0.5329344618925809,4.783610631606771,4.947904189956786,5.143934064305193,3.623013195505577,3.828105340159994,4.116587118321507,4.922127615021215,5.17102968231316,5.382938977516623,5.942245630057278,6.035468608135723,6.120232326217109,2.010211781932958,2.172689692701514,2.3506917373043685,True,3808.8452671876694,3421,3805.7494135772768,3409,3.095853610392788,12,3277.9028041931397,223540.2364731327,0.21526644188170835,5386370,15500,304.63394598290324,1.1133718992071526
160400-M8_160400,160400,M8_160400,0.6031960248947144,200.1999969482422,44.29999923706055,10,20260840,11.352288151883291,11.369010708443348,11.383602728612743,-1.5873252634728046,-1.566632034027632,-1.5415519552938033,-0.05443258041247114,-0.04508882813881035,-0.035063608933229164,0.4219971781460433,0.43987929650761426,0.45712661087338774,4.373968890681243,4.568400541265547,4.747515948623003,2.6305842243781816,2.9026727638959313,3.107608617333279,4.272866975616582,4.512403298420389,4.757880039355041,6.230884305638703,6.465196466484443,6.62090809608315,3.4391091833827088,3.555913972984225,3.6692189120892507,True,3879.389970907829,3570,3801.7743347946653,3558,77.61563611316397,12,4140.43223688426,232966.11214582276,0.2379751753025095,8169339,23700,453.9809705710504,1.086663857397151
161113-M8_161113,161113,M8_161113,0.8911049962043762,212.60000610351562,12.600000381469727,145,20260975,11.47943927767493,11.49189396641902,11.501822923353208,-2.1422550583971196,-2.102288323988235,-2.0691332905153037,-0.19676903180694919,-0.18891363490375687,-0.1769684338341594,0.30653191928004253,0.33475860629048587,0.36629482149230486,5.640868385958478,5.651935167210228,5.655973108539842,5.256841099714099,5.2618677164082435,5.263153038051447,5.655623263097817,5.658764898531656,5.659568224558659,6.054405426481535,6.05566208065507,6.0559834110658715,0.7928303730144238,0.7937943642468266,0.7975643267674352,True,4261.682295250067,3811,4246.763086842584,3799,14.919208407482742,12,4037.71953245607,250688.60468891932,0.21909747301587232,7094434,19900,393.7692441623658,1.118258277420642
161346-M8_161346,161346,M8_161346,0.6566219925880432,218.89999389648438,40.5,15,20260845,11.250863352582115,11.265575085062158,11.280873493696589,-1.753917993751843,-1.728572235976989,-1.7062597348725905,-0.10865678188847008,-0.09984955969067867,-0.09174420437706222,0.28701737159309654,0.3022010359232662,0.3196587396953124,3.9172458143932793,4.0837540255693785,4.23680316776169,2.2381959147358677,2.391666347051069,2.5294267943899995,3.8303540978281156,4.006021255733401,4.182221056415362,5.4494127994114905,5.772979937391812,6.033522226611694,3.159101158237519,3.365064368029915,3.5348144268063106,True,3631.8787606314672,3459,3594.5544186183106,3447,37.32434201315653,12,4406.69855882755,226824.4185872717,0.34315057783008973,7764029,22800,444.80674934946,1.0499794046347115
162149-M8_162149,162149,M8_162149,0.7034350037574768,268.70001220703125,40.5,16,20260846,11.369359596261367,11.388115652174573,11.403670967465953,-1.8525893344929965,-1.8238060793264812,-1.7967033816648732,-0.1659154332858821,-0.1558710674115711,-0.14560025546026303,0.402006515496623,0.4181653539296134,0.43984152896863826,4.513016647477066,4.671149998306255,4.851316150328784,3.0503605072670776,3.2354086350256184,3.3880828006834696,4.556393893461875,4.792281303421645,5.105463432103468,6.159851652083625,6.2872459791354665,6.408911412195334,2.9268231042951633,3.0519853684994507,3.167783871544911,True,3590.3307970740175,3506,3554.449711812695,3494,35.881085261322326,12,4287.942931891311,230252.2029055914,0.2819029133124384,7833672,22200,429.5482229719637,1.0240532792567079
162587-M7_162587,162587,M7_162587,0.786899983882904,187.5,12.600000381469727,144,20260974,11.117219720129361,11.131928852915538,11.145960535919697,-2.539896284404375,-2.436097491917443,-2.358812994709418,0.4002670689030532,0.4398494084897835,0.5118701396551946,0.7919237896453168,0.8220221396264036,0.8579479572695519,5.834139557371969,5.871613798734429,5.882073178087728,5.332431564501237,5.352872849013503,5.3571507252157815,5.892562019521968,5.905337822342134,5.908011494968558,6.452692474542699,6.457802795670766,6.458872264721336,1.1017215395055537,1.1049299466572635,1.1202609100414624,True,4192.165405203698,3556,4173.832859857655,3544,18.332545346042576,12,4111.905787116015,233108.72001815212,0.15642479306138599,7341347,20700,413.8541541930754,1.1788991578188128
163989-M8_163989,163989,M8_163989,0.7582690119743347,264.0,19.0,111,20260941,10.974423939108119,10.989265147734029,11.00337183221724,-1.6116653734740576,-1.5700835610605246,-1.5389478136086903,-0.17557514899905555,-0.1592321600463803,-0.14420095690593973,0.2705382725612313,0.2959141173896037,0.34136577765545767,2.9969680404774497,3.019326846983171,3.132637773024701,1.7945595621342563,1.8039402955404369,1.8447802522947212,2.9967958508880477,3.017158540770537,3.1161194267819483,4.199699571248512,4.223234141102291,4.3448794809129865,2.405528530172473,2.420322773552993,2.498202160297426,True,3909.888124540731,3630,3886.691923761,3618,23.196200779730972,12,5875.6864487066,239647.31810172333,0.26592787773241017,7395616,21900,427.41610339283943,1.0771041665401464
165871-M5_165871,165871,M5_165871,0.7031000256538391,184.8000030517578,25.0,77,20260907,11.167961805319415,11.179384191027847,11.19188981031623,-1.8689863482148124,-1.8445554166855067,-1.8242062593324495,-0.12866888845779978,-0.11028183718109788,-0.09516285527801921,0.3187671062100727,0.34246579657650356,0.3637600516721823,3.027742861174086,3.0923696124177047,3.214871188598855,1.802410777703296,1.8237663691435952,1.865694158820168,3.0224843462248563,3.0739392019466116,3.1737029092465043,4.230603172599387,4.298847249647042,4.425755850398211,2.428513734925185,2.47315883342087,2.5594082424100164,True,3777.2824649887325,3472,3733.497306559345,3460,43.78515842938751,12,4594.60180981788,226842.74100369817,0.2813237093306438,7904143,23100,448.7441635336727,1.0879269772432985
166634-M6_166634,166634,M6_166634,0.8526999950408936,182.10000610351562,7.300000190734863,170,20261000,11.238115020261107,11.252261403727893,11.265023022136578,-3.487995336721187,-3.350201753544441,-3.2482594977443884,0.2390476318847103,0.3430543601797733,0.4791091819656921,0.7921444067539233,0.8486757265896042,0.9180501158829762,5.683399979069074,5.704221523029393,5.715896055698771,5.2808072643407,5.289240981546393,5.292242215214998,5.737897979647804,5.743169052901362,5.745044823944241,6.194988694954908,6.197097124256331,6.197847432673482,0.9056052174584845,0.9078561427099383,0.9141814306142078,True,3879.99343458559,3530,3846.5930945534787,3518,33.40034003211113,12,3805.366688003796,229859.4379170288,0.3232401046618814,7539841,21200,427.8818202770781,1.0991482817522917
167056-M5_167056,167056,M5_167056,0.8932999968528748,227.0,8.100000381469727,167,20260997,11.26931613615116,11.288867772756326,11.301727558845654,-2.172217559437883,-2.118049471493527,-2.0694979212037605,-0.1979901741207459,-0.19245256217027956,-0.1830037947846765,0.37072210525473237,0.396397128038156,0.42704948450591174,5.429274016621318,5.637459323017339,5.647373299608537,5.109816029782484,5.256896604198937,5.260065718954052,5.559973950128247,5.65189930913853,5.653880005860476,6.010131870474008,6.046902014078121,6.0476942927669,0.7876285738128489,0.7900054098791838,0.9003158406915233,True,4103.379887788362,3808,4080.542768184965,3796,22.83711960339663,12,4383.941742121872,251142.81037178458,0.18815696300586401,6648264,19100,378.72398916073143,1.0775682478435824
172669-M5_172669,172669,M5_172669,0.6036999821662903,223.8000030517578,105.0,0,20260830,11.322606523060923,11.34282234652434,11.36444601173763,-1.59611920005964,-1.5706321019073735,-1.5491175359445992,-0.07263747696050696,-0.05811087499584401,-0.04193865014268418,0.45519986042671023,0.46964254929028737,0.48741949993578254,2.2207508425828903,2.484475378469052,2.7725561273688752,0.9438766637097901,1.0055210330758468,1.0703781083518742,1.9188422262095577,2.0587488846180984,2.218648984353101,2.883171120929644,3.565390814254961,4.6127145270894685,1.9286225379041726,2.5356137230462332,3.5378173973935305,True,4197.670397255891,3614,4137.239199215507,3602,60.43119804038379,12,4266.5912007281895,233022.71814413834,0.16813693162162788,8534722,21300,439.2055762249511,1.1615026002368265
173928-M5_173928,173928,M5_173928,0.9589999914169312,179.6999969482422,13.300000190734863,140,20260970,11.706465033957231,11.72148042017987,11.757379646178352,-2.25314284277373,-2.226471727340937,-2.1944772942051904,-0.14987127290648802,-0.11835207007225741,-0.09181954888461868,0.43257562456890136,0.4498857840561482,0.4678024924051801,4.720480773907579,4.931620794292988,5.475011193396688,3.7674586894843634,4.0610350836734215,5.194793837109696,4.962662429450851,5.206600487812561,5.504748551347615,5.604941772251814,5.6954440401715125,5.814703265585535,0.6199094284758391,1.6345354312174987,1.833962246647242,True,3751.231746422525,3848,3715.438682416764,3836,35.793064005760634,12,4365.910493790876,250197.06027826006,0.34581524251044093,8520058,21500,444.57610834005754,0.9748523249538786
180774-M12_180774,180774,M12_180774,0.6782490015029907,149.0,22.200000762939453,91,20260921,11.095430098653106,11.121207240519968,11.13731558176971,-2.0976752132387513,-2.0479631880560856,-1.9707250624813635,-0.11990463897384636,-0.0971143384605602,-0.07612061924464757,0.32302842033330675,0.34891329255473147,0.37727447411590076,5.049415095733842,5.3327502502776225,5.50366429452044,3.631503143864083,4.010289465354923,4.286684642538694,5.25411749402518,5.496138174745746,5.684954287711277,6.5555880152210255,6.6523962875092515,6.727922732695464,2.4427580128577513,2.6267793295719777,2.9090224577678065,True,3920.5447088456885,3396,3903.7116213902414,3384,16.833087455447366,12,4233.327774815904,222455.07248542644,0.2086913742073712,7054825,19600,386.16493077389896,1.1544595726871874
181421-M12_181421,181421,M12_181421,0.9584800004959106,270.0,11.300000190734863,154,20260984,11.4477615618592,11.473998984566482,11.502681228426045,-2.0201554544380365,-1.9816699949354692,-1.9407005536911728,-0.19795501620815004,-0.19210218659572442,-0.18208306191359966,0.519280838731757,0.5720210607768829,0.6174721962807744,3.789857265504327,3.9956985506614053,4.171563368941475,2.48999671397213,2.8492540584061707,3.119747543527541,3.8968944764722475,4.133811093748458,4.347364067873713,5.034840008576313,5.289919939417146,5.428265078738175,2.231441349116452,2.4150090167910907,2.6132899180450475,True,4325.397949794688,3812,4315.397626908467,3800,10.00032288622138,12,3631.1786431608652,250890.61973108078,0.34746926519216187,6163589,18300,348.5028787490446,1.134679420197977
181945-M12_181945,181945,M12_181945,0.6795139908790588,254.1999969482422,61.79999923706055,3,20260833,11.506414167904117,11.515863101299772,11.526190361572988,-1.7836839032177159,-1.7655985567846857,-1.7474940744282772,-0.1696691034122005,-0.16031271581423479,-0.15080250823095406,0.3885033261678226,0.40107277249704604,0.41401758169795605,3.0227519031697963,3.068823810504378,3.181169056598435,1.8003105891972355,1.8156531957767275,1.8572375422375378,3.0177107616462564,3.0547597584774486,3.151667864773733,4.22683262584215,4.273131584868798,4.385210234355334,2.4267032191419085,2.45681369473479,2.529606247613795,True,3696.0980136361754,3444,3655.639633726502,3432,40.458379909673575,12,4146.97189233233,223956.12457796055,0.38502108893187,8841515,25900,508.1056002676487,1.0731991909512704
182890-M12_182890,182890,M12_182890,0.7444409728050232,240.89999389648438,16.799999237060547,122,20260952,11.512911693512306,11.542545532886319,11.565242030730323,-1.7513640370449337,-1.707957950313701,-1.6734934608293963,-0.11455137751686285,-0.09533261142031957,-0.0738484834551016,0.6886162201261038,0.7464742927937562,0.7972572058496981,3.909368176699863,4.162444935489139,4.390171526236897,2.3463501404316305,2.6035214307789496,2.950414894729089,3.8954898742461013,4.179792966456497,4.471863706527418,5.383981266304114,5.786637889211844,6.0144475203061,2.8800111645434114,3.0974008986059145,3.2596226305819336,True,4182.883683601188,3581,4173.668365149307,3569,9.215318451881105,12,3802.6719180880323,233007.03735600706,0.22977731345046826,5925199,17500,334.29466022201814,1.168076985088296
184916-M12_184916,184916,M12_184916,0.6794000267982483,257.70001220703125,30.399999618530273,55,20260885,11.614466823152961,11.623840896276736,11.63328346310207,-1.391103224199584,-1.3505637404729778,-1.3121282669929888,-0.18830183015300447,-0.172214699309519,-0.15361568927409341,0.43665083912190317,0.4621619800150115,0.4888036183885869,6.149554230864949,6.192010650574301,6.201890495049798,5.447746682365028,5.475122838005163,5.480700617761472,6.18602754897012,6.203137646245206,6.206623758592899,6.924308415575214,6.931152454485248,6.932546899424326,1.451846281662853,1.4560296164800843,1.4765617332101861,True,4551.558563468657,3595,4444.725221127192,3583,106.83334234146527,12,4327.265680867229,232071.71560324985,0.28201405867603085,7070776,21600,418.303007112816,1.266080268002408
185631-M12_185631,185631,M12_185631,0.9253259897232056,95.9000015258789,4.900000095367432,182,20261012,10.996941556862883,11.029190328998475,11.066762357157145,-1.559697681776098,-1.4739681757628071,-1.3667340585423378,0.024350291049841263,0.0657908684239516,0.1026114122199978,0.11231250554820639,0.15098940924340676,0.20147488916902775,3.166913824222762,3.505032180728888,3.8666502629287947,1.7070088019752758,1.9398661930511645,2.3603375954330312,3.113861898654692,3.561357756736835,4.051245333232241,4.585918563869639,5.003926144413816,5.421962182212138,2.7145779481050263,2.9710463379652694,3.2231936808629458,True,6903.345698598242,3852,6893.252755839082,3840,10.09294275916029,12,3653.680340056681,250958.00392974698,0.24378228553074602,5662436,17100,404.3400194629794,1.7921458199891593
185653-M12_185653,185653,M12_185653,0.6776310205459595,173.8000030517578,21.5,93,20260923,11.095733062063628,11.135733625345935,11.168644710615908,-2.2430628704765425,-2.1714851367384704,-2.0996146943100564,0.17871023960852553,0.21265670473146256,0.2484392729681846,0.25720442357789974,0.30576094789907726,0.3505066072190944,4.637274057288706,5.0025532380355555,5.311501116849782,3.1010341934758427,3.523016027589091,3.9695935412772667,4.659643604319545,5.228256431317072,5.574909453525715,6.309355066844257,6.547416908937317,6.686078117820774,2.6881283233190585,3.0114061255965647,3.2394526544870708,True,3975.4080834095175,3589,3971.022397375343,3577,4.385686034174376,12,3423.437540055202,233875.3733813136,0.22923292378926974,5762196,16500,323.78360037878156,1.1076645537502139
189698-M10_189698,189698,M10_189698,0.9257839918136597,166.60000610351562,7.199999809265137,172,20261002,11.299021769052107,11.324502329025794,11.352003432420613,-1.8949322640170458,-1.8606402317864374,-1.8251385325871732,-0.12979038788938552,-0.10569459145258298,-0.08398418643281788,0.2698986568046134,0.3322827305565887,0.39251798208286864,3.494514649511336,3.7415134742100005,3.9655389508836314,2.11586698871698,2.3350409418051172,2.6512519412455315,3.557617116182521,3.826990376089169,4.08445544094567,4.7349041402625565,5.042100310739685,5.338851082413604,2.5218455893584566,2.644915340496721,2.7902136531378345,True,3834.201167790676,3687,3828.2647849133627,3675,5.936382877313276,12,3123.9712929842426,242916.62946413588,0.3587828947277694,4880044,15300,292.3646473089466,1.0399243742312656
191718-M10_191718,191718,M10_191718,0.9840289950370789,230.1999969482422,6.800000190734863,175,20261005,11.216534272595894,11.242643924351423,11.271331858683709,-1.9752789334322398,-1.9340547396118928,-1.8925383876102542,-0.19143060735227152,-0.16891761003748038,-0.14173930247098393,0.478991617530451,0.552680546036535,0.6188372682402425,3.039071040498605,3.147218641301362,3.400986786193547,1.8147743948726924,1.8702214190355746,2.050592877528019,3.0437033017017314,3.1707996775430343,3.4786786174833093,4.248358561380725,4.380036988608795,4.636504456131466,2.4298099910590576,2.49785275980121,2.6004589343363933,True,3496.197473721142,3801,3491.8962668402064,3789,4.301206880935935,12,3525.7621977265835,251842.1260040947,0.3812278751968691,5450997,16600,325.31272778473794,0.9198099115288456
197591-M10_197591,197591,M10_197591,0.7959700226783752,227.39999389648438,23.899999618530273,83,20260913,11.671359483202403,11.684372030906445,11.700435142358057,-1.8037868612398809,-1.767315377520013,-1.737968081035787,-0.17107310385514868,-0.16068817315493705,-0.14822078684814863,0.43929775007997157,0.4554309925806119,0.47073337530773507,4.473934945663357,4.62590628182083,4.790694217675259,3.225212190437304,3.3741364030848056,3.5298201259552258,4.5716551244368935,4.823354149623695,5.118636623506382,5.890588113574092,6.013793211767616,6.115234721559583,2.496870033206892,2.6271949637888232,2.7522873264732985,True,3948.3989773690473,3801,3903.9158620111266,3789,44.4831153579208,12,4290.89550348307,248793.9588014089,0.4222753204528534,8563204,23900,473.2495885640383,1.038778999570915
201233-M10_201233,201233,M10_201233,0.8177419900894165,148.10000610351562,9.300000190734863,164,20260994,10.970199905682215,10.98420873516513,11.000655393808183,-2.3671344917142765,-2.326114080432913,-2.2790686525788146,0.08466446610952692,0.11043944425523174,0.13565624402945628,0.2615172272253237,0.2893440546923841,0.32110495174034903,4.924635734921114,5.060344847051747,5.199462630310531,3.804993960448881,3.950416922384397,4.167841180003792,5.047447748873114,5.241180782886665,5.409800571663347,6.021002061559173,6.098495275164594,6.165943190675267,1.9962936847262491,2.1484672083082543,2.2089149994515886,True,3985.7066173895037,3821,3975.836054725139,3809,9.870562664364519,12,4260.238725791512,253225.14205687976,0.17199013356126241,6199273,18100,351.1786025080364,1.043105631350302
205715-M5_205715,205715,M5_205715,0.7465000152587891,200.60000610351562,33.20000076293945,40,20260870,11.53318187992978,11.547407793276491,11.559517824067209,-1.6883530114180414,-1.6622744308148782,-1.638689808254661,-0.1994445220773239,-0.19779491151821407,-0.19365391091282233,0.5013002788288773,0.5172481240523898,0.5286848688788266,4.7328385363224825,4.883770313038102,5.05964510572871,3.3885071823897572,3.5403046826025157,3.7335002994965754,4.904642418728917,5.1658107560698525,5.397275020972129,6.189142532300259,6.289863058554108,6.382448764515018,2.623069092875975,2.7276266763005914,2.832385794438992,True,3835.3567711290743,3423,3702.0533277975346,3411,133.30344333153948,12,4330.808105520597,223686.1161593242,0.32992420721899457,8978097,25400,490.2551789249992,1.1204664829474362
205742-M1_205742,205742,M1_205742,0.7272999882698059,210.5,42.79999923706055,12,20260842,11.702171318614607,11.712003863007855,11.720037841837213,-2.526219479261014,-2.4957446769315617,-2.4686566061199806,0.4359790778062496,0.45617138543887026,0.4818573309526551,0.4449195578997821,0.4588700461398723,0.4718405479861552,6.063421787998848,6.065230424756054,6.06587482937665,5.425668612990852,5.4267899662600545,5.427037553378875,6.070088964675546,6.070789810468797,6.0709445524180605,6.714509316360241,6.714789654677542,6.714851551457246,1.2878139980783723,1.2879996884174871,1.2888407033693892,True,3796.8401011564,3535,3756.5095408378547,3523,40.33056031854536,12,3660.4282885817247,229872.51502170067,0.31908332533930694,7865361,23400,459.2164728200296,1.074070749973522
205765-M5_205765,205765,M5_205765,0.7286999821662903,212.60000610351562,14.300000190734863,134,20260964,11.690842615622381,11.701364746657756,11.71028252005089,-2.18637731932979,-2.147682859220442,-2.1175017057681274,-0.13398702957175865,-0.116391437152394,-0.09778247252842914,0.3343096515335937,0.3564665120026172,0.374865169275389,6.0540442216036565,6.063238528084224,6.064872873243804,5.420103977665019,5.425487328118719,5.4262756299094965,6.063712633853724,6.067077227887286,6.067569916506522,6.707321290042429,6.708667127655854,6.7088642031035475,1.2825885731940514,1.2831797995371343,1.287217312377409,True,3737.6781812393756,3516,3709.410243073498,3504,28.267938165877666,12,4134.930228193152,229949.80534215807,0.22040664933278958,7186939,21700,414.33675889705773,1.0630484019452149
206501-M1_206501,206501,M1_206501,0.9261999726295471,186.39999389648438,30.5,53,20260883,11.55979836352641,11.57142855175108,11.58671320283491,-1.5292308064156546,-1.5083656937707637,-1.4903039806434135,-0.03517292900501177,-0.008847137998297769,0.023046995015451974,0.4594705891948562,0.4707251939656234,0.48565232850058904,4.6725728897553145,4.777126392147404,4.904393931339801,3.6982711054630153,3.7928888724262197,3.9474266679928576,4.776153912967082,5.006588640196686,5.165758638025248,5.631457488843601,5.700391209883991,5.764059209015416,1.816651464917924,1.9077873574879745,1.9295120388874354,True,4421.297427014748,3842,4349.005453283278,3830,72.29197373146995,12,3581.5464603969745,252270.1183607369,0.3854802175776517,8870654,24100,485.5815570708364,1.1507801736113348
