target,object_id,spect_id,z,sigma_star_kms,catalogue_sn,manifest_index,seed,logmass_q16,logmass_q50,logmass_q84,logZ_abs_q16,logZ_abs_q50,logZ_abs_q84,alpha_fe_q16,alpha_fe_q50,alpha_fe_q84,tau_dust_q16,tau_dust_q50,tau_dust_q84,age_q16,age_q50,age_q84,t20_q16,t20_q50,t20_q84,t50_q16,t50_q50,t50_q84,t80_q16,t80_q50,t80_q84,dt_q16,dt_q50,dt_q84,passed,joint_chi2,joint_ndof,spectrum_chi2,spectrum_ndof,photometry_chi2,photometry_ndof,ess,lnZ,lnZ_err,n_calls,n_samples,wall_time_s,joint_chi2_per_ndof
108989-M4_108989,108989,M4_108989,0.8277999758720398,310.29998779296875,21.299999237060547,94,20260924,11.816935117287557,11.837957256339587,11.86091862339595,-1.9338492895258648,-1.904421372611047,-1.873658571025561,-0.1974128160707629,-0.19136868325960005,-0.18113241944806854,0.28471733601738247,0.3527905037552011,0.4114314300876183,4.561485703738807,4.690962716958888,4.829710369457919,3.4024447820473394,3.535486647564479,3.685325789545422,4.656705068964432,4.856127498851974,5.0734716064932615,5.8400411233500495,5.926747438525746,6.001587566289167,2.28208784637185,2.3768671325723836,2.4771452226555954,True,4225.765056334026,3747,4212.471318119732,3735,13.293738214293736,12,4414.861636313506,243346.83148812182,0.3098172897716035,6954716,20000,385.6373652849579,1.1277729000090808
109352-M3_109352,109352,M3_109352,0.724399983882904,248.39999389648438,23.899999618530273,84,20260914,11.550667960482627,11.566512309257096,11.586551180634473,-2.0912957710200724,-2.0529636995957077,-2.0207492011181047,0.029476052556372718,0.05200054254135101,0.07522841094421001,0.5303131643419753,0.5589689363417818,0.5882157463842113,5.282317122901151,5.40251616198468,5.625773771685539,4.047013379622998,4.2374578548362045,4.871288050600664,5.421862299315525,5.5679613693388035,5.786744101582802,6.46484948833684,6.523289116346152,6.610802209243752,1.7395141586430871,2.2860885981175545,2.4178801899868607,True,4042.6512872482554,3542,4026.291428930713,3530,16.359858317542102,12,4153.862034737395,230800.51926916133,0.22754794152144348,7835439,21300,425.39116006402764,1.1413470602056057
109713-M3_109713,109713,M3_109713,0.7275000214576721,181.89999389648438,24.200000762939453,81,20260911,11.338506426703077,11.350446957928213,11.363460315797726,-1.9743913433894984,-1.9411530150038676,-1.9121092064413399,-0.06990571797866682,-0.05697581791070518,-0.04163308672521709,0.40696407308959676,0.42545391650486086,0.4447592923678546,5.2600040326959805,5.349497180121837,5.4880489676976225,4.024971574915902,4.157083000224143,4.4365397758102985,5.3923743804028295,5.510586797370639,5.660629642825604,6.442760398973688,6.490045365760811,6.550062503942798,2.1134612052894415,2.3348100459536454,2.4176496239465095,True,3915.9500402591234,3446,3892.8891956156986,3434,23.06084464342502,12,4676.342567418966,226120.24589392284,0.30142673960870675,8222925,22800,463.2186876926571,1.1363755195180276
109843-M3_109843,109843,M3_109843,0.7243000268936157,115.0999984741211,12.899999618530273,142,20260972,10.994487226329916,11.019487604463233,11.046530074149068,-2.2474960937416393,-2.1804881209666522,-2.129076152285795,-0.0029540852323805497,0.02413327479951779,0.05054968961407373,0.3861716351115924,0.4126433782294793,0.43593978099575004,5.344790516692892,5.646405977756589,6.060776166605459,4.143105704905792,4.98360452250259,5.424662423968735,5.513353485505046,5.807517996648603,6.0756872116368,6.501778508852163,6.619444313309585,6.726711999304864,1.3020495753361283,1.6358397908069948,2.3587639973459362,True,3895.731583309757,3430,3867.802368936539,3418,27.929214373217885,12,4064.653339436688,225789.68541572543,0.13740402351696393,7172200,19700,391.14499552804045,1.1357818027142148
111390-M3_111390,111390,M3_111390,0.6672999858856201,133.39999389648438,32.400001525878906,43,20260873,11.15887702681128,11.187243873859959,11.21981880098851,-2.123595882661876,-2.0733326155954117,-2.0314533340266503,0.07929039018784566,0.0989721490355423,0.11797446392976976,0.5062911478584062,0.5235201797481885,0.5395506498764903,4.662030315145685,4.9944604443443446,5.3116930142742715,3.179428595415131,3.5356418078718512,3.9581309075456557,4.708189243034728,5.174056617264402,5.5225041726371975,6.357352523106517,6.562310144502643,6.701689166651761,2.7156142226616207,3.0109395920815194,3.2135523296983224,True,4100.574003586742,3565,4018.281401731439,3553,82.29260185530339,12,5191.201662164589,233315.82252892156,0.22822371741994324,8656535,22500,462.0517964065075,1.1502311370509795
112534-M4_112534,112534,M4_112534,0.9836999773979187,283.1000061035156,6.400000095367432,179,20261009,11.376496035047099,11.406188620840165,11.443090713409536,-1.7939773789357654,-1.7322191302432854,-1.6665091561191991,-0.19853461321882088,-0.19529826233032516,-0.18765513656215846,0.4866290861944771,0.5520676879574684,0.6211324889404248,3.3570197908817887,3.6128255500417095,3.9051621409205586,2.0119559381234198,2.261051185733443,2.6595010280543163,3.428214327046391,3.71235537948389,4.0518553563918225,4.593034104670093,4.885268208766432,5.21478561231568,2.4433226794442335,2.589268394743601,2.7016755005978066,True,4270.585642006055,3840,4259.974202352204,3828,10.61143965385178,12,4067.4747216043233,249788.67229023945,0.19194343420679177,5728318,17700,332.64462118782103,1.1121316776057435
113852-M7_113852,113852,M7_113852,0.6751999855041504,292.20001220703125,39.5,18,20260848,11.808108102311024,11.819038465148868,11.829948369935869,-1.8808444743073995,-1.8598611608600502,-1.8409683117917996,-0.10471647544094531,-0.09225236154736063,-0.07695762483252268,0.5567536558480651,0.5695606436793524,0.5811744204677018,5.316753251520257,5.432064475437795,5.5431008583162775,3.9856939914247933,4.132959390843137,4.325855517542919,5.3939326397183365,5.559130319503763,5.695337432393607,6.622252594027525,6.688331665941696,6.742814511097634,2.419002598175193,2.556311322937966,2.636843616520533,True,4106.036833250975,3516,4045.3456424851574,3504,60.691190765817865,12,4216.801482789843,228624.1420451452,0.2139707082611506,9010015,25400,496.13663196901325,1.1678147989906074
117010-M3_117010,117010,M3_117010,0.6765999794006348,163.39999389648438,18.299999237060547,114,20260944,11.020570972023682,11.046470032311802,11.066217356017132,-2.2722881613410055,-2.2182252106091633,-2.1570630269595625,-0.0041214108140714785,0.017214715831109634,0.0379633044340555,0.39753977206169183,0.4489479323654284,0.5061500213340117,5.131042664838743,5.268597203358964,5.4455248527010385,3.7672764804727206,3.932552184297277,4.1720739976168435,5.229550993449488,5.426650333161563,5.62695668659272,6.551564309204356,6.630404045089186,6.710526586461649,2.534100707277118,2.6765337385591907,2.806645018766321,True,3763.260210687973,3426,3751.331255592573,3414,11.928955095400067,12,4072.1179389803374,225996.04190059134,0.31115733808211415,6582435,18300,359.41149144491646,1.09844139249503
117400-M4_117400,117400,M4_117400,0.6686999797821045,245.60000610351562,36.099998474121094,26,20260856,11.544823158859606,11.562453347110527,11.578069565945713,-1.527600393511092,-1.493637104478802,-1.4595763567441382,-0.05273754794699668,-0.04377843493189613,-0.03477617538524528,0.3576802402900249,0.3731105544592713,0.38682365941817354,3.9034917785754097,4.106365470938551,4.298912576305526,2.298877657735546,2.499171370840405,2.735391138673724,3.8383730722850053,4.043586961765959,4.259468212077929,5.32154710194931,5.746626040466278,6.018264102661775,2.993211270343195,3.1600990711728105,3.3355670455055417,True,3916.486530438754,3378,3832.29288229767,3366,84.19364814108403,12,4599.277709201334,219460.2767973619,0.3250263448996095,11184052,25700,573.8733250689693,1.1594098669149657
117694-M3_117694,117694,M3_117694,0.6830999851226807,194.60000610351562,24.200000762939453,82,20260912,11.124272078397217,11.176741064729937,11.200538744738527,-2.1904904992425425,-2.117711689055061,-1.9938068706625907,0.1688085137404055,0.27111258328007865,0.3111779830416367,0.4081625862870457,0.44602178591805897,0.4858287781375385,4.880561039021199,5.414711678996886,5.748880021104526,3.3676378013658432,4.140727033302716,5.0546038360282886,5.112799992375317,5.5871776559915975,5.932213090651659,6.482057105964492,6.671808171411004,6.809822345275028,1.755218509246739,2.530129538803361,3.083245311392447,True,4231.5686687616635,3520,4209.899672503712,3508,21.668996257951083,12,4962.858861824954,230684.86440029184,0.35639052426405693,7562604,19600,395.94404255598783,1.202150189989109
119474-M3_119474,119474,M3_119474,0.680899977684021,265.6000061035156,35.400001525878906,30,20260860,11.53728363072282,11.565062003637946,11.599142695409743,-1.6690140377681848,-1.6505134811504085,-1.631447128049045,-0.08963568414106741,-0.07638265093062874,-0.06479313810618956,0.23877327960573938,0.2830711643037778,0.3345016233453249,4.900376722179914,5.16287556603756,5.429836178005817,3.3961511614875324,3.717052243828193,4.210292583945686,5.162262992791224,5.45989585279955,5.710433851812871,6.5095415784579025,6.628594722461234,6.728809922066562,2.513279999355612,2.907511324597275,3.1268164327534578,True,3976.697054073137,3485,3938.4747297857703,3473,38.222324287366945,12,4123.175820396666,226351.40457478867,0.3856292032977066,7391953,19900,391.39289206801914,1.141089542058289
119802-M3_119802,119802,M3_119802,0.6819999814033508,202.0,25.399999618530273,75,20260905,11.38133056766482,11.412849985412851,11.42909553141814,-1.936066104854241,-1.90632059435708,-1.8620763364929813,0.051888489108862526,0.07624466950647377,0.09956225398764043,0.6380662609482597,0.6631865173000215,0.6894426065377802,5.12179779760098,5.406903039185758,5.574543343014869,3.687556911473522,4.127664377291449,4.477560920916917,5.359504843227666,5.59972739619675,5.765663098232523,6.584586134777707,6.680675155965339,6.747049436779649,2.2687806218801185,2.543633927844058,2.8832608572115173,True,4051.7386593108463,3473,4031.241796630078,3461,20.496862680768224,12,4026.152702955362,226338.13632956165,0.32617933256486575,8096480,21600,438.0576399061829,1.1666394066544332
119809-M3_119809,119809,M3_119809,0.6801000237464905,105.5999984741211,5.699999809265137,181,20261011,10.715628789474822,10.843416878722888,10.936940955296627,-2.931332752218531,-2.598126636545703,-2.133757987031397,0.2817735876505706,0.44830781698121236,0.5471896456680133,1.4895037798341075,1.6121863417474502,1.7224002768144315,2.261907285598467,3.074343649803528,3.840700701703433,0.7370864840888596,1.1627771125782242,1.7453231341658597,1.9765324090397702,2.6575608137340927,3.851673636035174,3.4461445609961174,5.196597374496785,6.055025034325623,2.4859012141664927,3.850459615471809,4.5644969576371714,True,4281.153529524566,3569,4243.634625282268,3557,37.51890424229802,12,4832.676432370844,232820.5194986127,0.1261461280873379,5976486,15800,323.86357350461185,1.199538674565583
120308-M3_120308,120308,M3_120308,0.7279000282287598,222.6999969482422,29.0,61,20260891,11.49245251295785,11.511237524111413,11.52904140119366,-1.6528375014652643,-1.6327776805937615,-1.607218434548355,-0.19940470949259398,-0.19749614179995229,-0.1940595188720447,0.5327921722438458,0.5482707328726144,0.5664879123221276,3.9852048772396733,4.212692328560772,4.393635280660842,2.3168880271609793,2.5653948188468068,2.8256102402905134,3.960158473894045,4.236825124505297,4.512754986096785,5.572231008538516,5.895653939568183,6.110939138052159,3.090539755263784,3.2554063659197254,3.494454097982515,True,4271.954504154119,3544,4215.916733732124,3532,56.03777042199475,12,4331.1697868174815,230797.11858387067,0.2643021826193323,8472019,23400,465.40540831908584,1.2054047697951802
120372-M7_120372,120372,M7_120372,0.9415000081062317,267.8999938964844,19.100000381469727,109,20260939,12.06655623096055,12.07520747391117,12.084773308024367,-1.607595886758805,-1.5841194302265436,-1.5649402771920806,-0.19385711685278692,-0.18191995950279138,-0.16978500929727527,0.5524536112921031,0.5616017617061942,0.5716363866934744,5.531699012737456,5.5383329508078845,5.539436502733113,5.214833927634898,5.217468962007793,5.217845617320007,5.545361433053525,5.547008329536585,5.547243739106718,5.875888938472152,5.876547697065376,5.87664186089343,0.6587962435734224,0.6590787350575829,0.6610550108372535,True,4536.6638941060855,3799,4344.707219023059,3787,191.95667508302628,12,3830.3616359995885,247166.00978437366,0.20962063573323952,10133523,27500,560.4476915895939,1.1941731756004437
120488-M7_120488,120488,M7_120488,0.9334999918937683,267.8999938964844,13.600000381469727,137,20260967,11.535276535114093,11.55842063544434,11.576447249981156,-1.6325975010676625,-1.5941307277164163,-1.5559673920793673,-0.06583369939153584,-0.051020468296845534,-0.03409751977069956,0.49748324564748986,0.5077486510940151,0.52072254230933,4.362694081616143,4.588755117266913,4.802715203488895,3.319487430850361,3.5919412063328697,3.8182340509967,4.519634428748132,4.817487813997215,5.187097332017149,5.506560835683257,5.63421179587616,5.753419421030288,1.890975676393278,2.0009754676234217,2.248379461866646,True,4415.454773116451,3814,4312.823707971409,3802,102.63106514504182,12,4085.599708344341,251095.393841574,0.3398400203224539,8782132,23300,474.43664407357574,1.1576965844563323
120540-M3_120540,120540,M3_120540,0.9553999900817871,163.89999389648438,15.100000381469727,128,20260958,11.389640688046741,11.408238703155362,11.426825068058486,-1.704649126355523,-1.6714948378362047,-1.6339526280268986,-0.044012937990499754,-0.028156115449745306,-0.013400542845656957,0.43372741355712463,0.4463200979125648,0.4577594696126207,3.305286925279526,3.5116940115628634,3.7089711726913612,1.9682052304192206,2.1380249672438234,2.362774125113453,3.359188427529568,3.589772688708334,3.815735538553219,4.552757576973631,4.775079118221219,5.012688363352966,2.535943909512487,2.6065847685176315,2.7029413044405235,True,4410.467620875634,3825,4312.627195870866,3813,97.8404250047678,12,4101.494129857689,251585.71001201545,0.2693870473759769,8794575,24900,483.48358005005866,1.1530634302942833
120758-M7_120758,120758,M7_120758,0.9365000128746033,244.1999969482422,9.800000190734863,159,20260989,11.326488807218283,11.353724362968194,11.373538705594175,-1.9778608379052327,-1.9149711584345726,-1.8619918012053764,-0.14720323898917004,-0.12018252870044699,-0.09375277707813244,0.3144332818124718,0.34204657556204676,0.3629088835870661,4.364378392540745,4.615843054141946,4.788182496868415,3.3165132842365916,3.6181514983075242,3.8127810448163055,4.5129927848773335,4.870956592623474,5.129020330504322,5.5034681292306695,5.63981151741122,5.72235334682175,1.8926330144114416,1.9805726555871594,2.196366180088776,True,3966.308398272878,3784,3934.3785074478874,3772,31.929890824990704,12,3883.5172772554865,250458.80927784968,0.33012137563700944,6409168,18400,359.40650139562786,1.0481787521862787
121482-M7_121482,121482,M7_121482,0.9359999895095825,223.8000030517578,7.300000190734863,171,20261001,11.1801157713615,11.208782744049987,11.234137254279997,-2.302680484874522,-2.2663454459644043,-2.217531557316742,0.07744437056836555,0.11287075287537789,0.1468114222355133,0.3851932588972408,0.46649576748693355,0.5305351304030476,4.664921019920195,4.785858344145382,4.985441758544337,3.6923454205894575,3.805230127314145,4.095122049169681,4.77014878090651,5.0216435118440845,5.243802362199531,5.606278222880936,5.6807067379707155,5.769570278112895,1.6779582360548297,1.8736596322893193,1.8996532459976714,True,4333.944993245939,3830,4330.523294093983,3818,3.421699151955747,12,3445.4844776321283,252879.91388993955,0.2406858458351054,5232404,16000,306.28144686855376,1.131578327218261
122025-M7_122025,122025,M7_122025,0.7476999759674072,155.1999969482422,14.0,135,20260965,11.12061295494094,11.154638542828282,11.181072499766552,-2.1462678245103493,-2.090860080538935,-2.0240174744877026,-0.1593098142196458,-0.14041183037888455,-0.12214595341970935,0.3970324232768102,0.4573147723241699,0.5144037555994556,4.463209569531175,4.720552525230987,4.907332297084086,3.1705160787026325,3.437423854893832,3.6493457977481767,4.502591354226237,4.8223229088764015,5.054669120661498,5.982231967822397,6.152113525874379,6.241520307733993,2.5655754567174003,2.6889710006772956,2.86767481797258,True,4378.6621453051675,3790,4372.376442413235,3778,6.2857028919326625,12,3974.4632113915627,249718.07144451063,0.2698171277516687,6023462,17600,349.3723729066551,1.1553198272573002
122242-M7_122242,122242,M7_122242,0.6032000184059143,124.5,26.0,73,20260903,11.083941404708295,11.119351217774497,11.12949730081938,-2.1431068547676557,-2.1109173278242097,-2.0786543088862146,0.057417623674962406,0.07698067065531039,0.0935248380177959,0.4096255150695502,0.4274904378948513,0.44590417461868365,5.745322724543322,6.39058274180584,6.430148019100631,4.414156114790277,5.5370023734477645,5.571807488365074,5.875995943904384,6.41698140734116,6.438734604164479,7.080566255859845,7.296960441234555,7.305661719963882,1.7338542315988084,1.7599580677867905,2.6661753786892435,True,3824.9516461908943,3528,3785.9239059694573,3516,39.02774022143698,12,4193.384264127221,232061.35153103602,0.27958234354690475,8520654,22500,468.06043291278183,1.0841699677411831
123161-M4_123161,123161,M4_123161,0.7994999885559082,195.6999969482422,21.0,99,20260929,11.219483922378911,11.237212198488727,11.25844825382074,-1.8918106183868753,-1.8299555375431649,-1.7884279911554322,-0.08650215043220306,-0.07230505172208834,-0.05547651089714057,0.28004104073361974,0.2995101017029589,0.3250475542169952,4.03348494104245,4.245677322305753,4.494062570213633,2.534652541515868,2.9015271603230874,3.1745923095474797,4.077556283403783,4.331819078545486,4.713062841211378,5.526024772218705,5.7745589120940135,5.96846830844649,2.675152933355604,2.8656391558642715,3.0606530090195325,True,3847.2321477232804,3633,3832.0197559729804,3621,15.212391750299872,12,4627.191176655982,238462.45255004632,0.20570889713418303,7365024,21600,420.00811611302197,1.0589683863813049
124231-M4_124231,124231,M4_124231,0.6771000027656555,211.0,34.5,37,20260867,11.551593224133901,11.565943941111613,11.578696381278046,-2.2550423952105962,-2.228881711260405,-2.1994583822045244,0.15780934843210767,0.17963359610556265,0.21102940609926182,0.397527229939779,0.41873474385983056,0.4426041699274774,5.2286020757113345,5.321712650304822,5.4800555428875235,3.8933951399589097,3.9927600318124856,4.216483202708085,5.28294481077532,5.448288428541945,5.624090732608965,6.571161040059345,6.637298487165995,6.707619408792803,2.4919562005870453,2.6355468293424,2.684466836408454,True,4225.719152137844,3578,4196.406218246935,3566,29.3129338909086,12,4466.425779331522,232194.27675889686,0.27861820089873457,8253752,22300,449.4568130876869,1.1810282705807276
124875-M7_124875,124875,M7_124875,0.6025999784469604,168.3000030517578,31.5,46,20260876,11.088812483558455,11.104246840076582,11.116425775546762,-2.094068147476909,-2.0595631404300394,-2.0262402827787382,0.06871724575155098,0.08596090866658146,0.10516941126891655,0.430246739199944,0.44839306629367903,0.46781834701774194,5.483753807313758,5.640671582560778,5.780487678619444,4.015762273700259,4.240376453528583,4.520991561233974,5.593221190094776,5.786833867136462,5.940569721634315,6.969768657409926,7.0472137282266,7.108708070025742,2.58790840705802,2.805050272386606,2.964107158812557,True,3815.3864893059304,3502,3744.9390598249965,3490,70.44742948093365,12,4078.770468653975,230049.30331884907,0.2779237614123161,7625951,21100,412.723086402053,1.0894878610239664
125213-M4_125213,125213,M4_125213,0.6772000193595886,245.89999389648438,27.899999618530273,67,20260897,11.383633309270516,11.395616725633815,11.40843927236104,-1.9548216968747598,-1.9307043874817977,-1.9044987134565035,-0.08867315805292733,-0.07502836766962274,-0.06126729319757908,0.49952088950991447,0.5141974846182329,0.5296374604326528,5.3265114741260975,5.452154615656484,5.5922421602784125,3.9999855513484053,4.169043360063011,4.435239449602393,5.4156114042029,5.586385171099602,5.747190118190471,6.62387560356219,6.692185110320872,6.7565070891572185,2.3212676395548257,2.5243325892924586,2.6220376908687486,True,3983.667568848781,3470,3923.7137705233245,3458,59.95379832545635,12,4197.534666586263,227175.85451115065,0.26672061374595196,8333632,22800,460.8081181719899,1.1480309996682365
126153-M1_126153,126153,M1_126153,0.6822999715805054,115.0,10.300000190734863,157,20260987,10.865503481951686,10.889532459890663,10.90614962570997,-2.4554901128873596,-2.3896533550032126,-2.320568884811824,0.014736931237548006,0.06347018649231839,0.11031810427893526,0.5695032001031664,0.6229787643669782,0.6714208851184866,5.73288353958719,6.1319377764594165,6.174228878398366,5.011919085098396,5.4438255254358285,5.469199853155132,5.907283505987504,6.1772250311984,6.193083986022964,6.802647926876613,6.910624536960972,6.916968118890797,1.4477682657356654,1.4667990115251426,1.790728841778217,True,3919.3732817757373,3505,3910.129813388921,3493,9.243468386816264,12,4273.30950665751,231296.2427169763,0.25756694255568346,6483349,18600,372.60656577162445,1.118223475542293
126578-M1_126578,126578,M1_126578,0.7504000067710876,169.39999389648438,15.100000381469727,127,20260957,11.570454598438388,11.598979302849399,11.621712559556393,-2.000002831579597,-1.9572243301780845,-1.917965322477959,-0.17655100538871318,-0.1444198837988021,-0.1190369632414123,0.4270719636310773,0.4704382378714034,0.5366084469431621,5.242357942751156,5.660959400031453,5.932489019320969,4.0614959360302185,5.119006408778587,5.366125883762284,5.446383712625831,5.831209398734976,5.9856590705997865,6.389482114247707,6.543412388691365,6.605192257437289,1.2390663736750047,1.4244059799127782,2.3262273530136737,True,4124.426273330733,3557,4112.69859313777,3545,11.727680192963303,12,3675.8314522680826,230093.14066911596,0.29139946259525323,5943171,17000,333.4520304761827,1.1595238328171869
127946-M5_127946,127946,M5_127946,0.9387000203132629,199.8000030517578,5.900000095367432,180,20261010,11.420182588278823,11.453243019050994,11.485643139015863,-1.4435360695681365,-1.3387331127176654,-1.2652915130464713,-0.17695036516360496,-0.14485551079371878,-0.10837499530433373,0.2832617170013357,0.33913980040700503,0.4022315278166048,3.3536163060259114,3.76537057188101,4.142307609756315,1.7019928826818536,2.081095811912126,2.7071761181241816,3.4568529828891092,3.9950950901147815,4.7339583615303695,4.997769607283719,5.371991535901637,5.623835989386752,2.8050840993273276,3.1848465876222267,3.4414310234829357,True,3778.790519644659,3782,3775.240226516335,3770,3.550293128324209,12,3669.762186357143,247087.4032320781,0.34023778293392953,5450051,16000,305.1211581270909,0.9991513801281489
128311-M5_128311,128311,M5_128311,0.7303000092506409,276.20001220703125,26.0,72,20260902,11.617095477319493,11.632760099952623,11.650283987443137,-1.6153609576544177,-1.5862249721630604,-1.5618860281800426,-0.15280254558620107,-0.1415222372340772,-0.1286551807748565,0.44614930120483853,0.4618757641633128,0.4751812060940691,4.3671722808249545,4.525032098655162,4.683966860496752,2.9375173436456943,3.120538386669754,3.2695190031717973,4.403210180439835,4.620724350372978,4.876501957640743,5.975076717430244,6.11963372625007,6.237039892380198,2.881056382354833,2.994480155544754,3.107018417235895,True,4188.9647228386275,3693,4126.101689783836,3681,62.86303305479114,12,4036.091208813542,241204.01753746168,0.2570328680055352,8154022,24000,455.5008805759717,1.1342985981149818
129596-M2_129596,129596,M2_129596,0.6955999732017517,184.89999389648438,18.600000381469727,113,20260943,11.054856928153471,11.066180399663033,11.079792821406006,-1.8780580528854813,-1.849793732722838,-1.8240522315638394,-0.05108389678770875,-0.03483653814016956,-0.017989508366714074,0.4325566490412984,0.4521840232956076,0.47205407542496336,5.2603121194861675,5.4113168128550715,5.54933880127671,3.9597731694073586,4.163084332605175,4.432008765497426,5.36443409770029,5.567376167327798,5.712790242585253,6.539349324977632,6.620526152828635,6.678691782931617,2.246779687028258,2.455968707303615,2.580013368968235,True,3723.76961683742,3575,3694.710689314449,3563,29.05892752297097,12,4359.796567687851,236303.67778960118,0.3656235529792559,7284968,21200,414.814399221912,1.041613878835642
130005-M2_130005,130005,M2_130005,0.8341000080108643,246.10000610351562,18.200000762939453,115,20260945,11.489492938435548,11.512308883733358,11.537730892236493,-1.8042536763122599,-1.754023322470477,-1.7045312011582867,-0.1954721279940531,-0.18406164771577027,-0.16735206133098746,0.3079937965948872,0.35066713909279873,0.419962395639292,4.034883545902671,4.257191421084764,4.498926421975944,2.54416923453007,2.942741089703522,3.222781220147836,4.128034347216215,4.429885842447714,4.823059390561503,5.540609277817132,5.754089214001924,5.911630200469885,2.6304668462886114,2.804762533379259,3.0140317415852818,True,3644.1696390950933,3381,3637.5760115892363,3369,6.593627505856875,12,3430.613259663611,219434.77042208973,0.18886595980478163,5722863,16800,322.70150414668024,1.0778378110307878
130052-M1_130052,130052,M1_130052,0.6040999889373779,208.5,44.29999923706055,9,20260839,11.415534572906523,11.432938990323791,11.4531547466883,-1.7119803053986962,-1.6932561857959185,-1.67574639627085,-0.04400682996909212,-0.0339328696667054,-0.02454612490357824,0.23214481028001185,0.28303699575819985,0.3437775441086314,4.911776801440126,5.159672508363454,5.41366948924321,3.24318038191631,3.5084877373135503,3.852521422035234,4.999077348521876,5.401296414213519,5.703034238455381,6.726327074748305,6.887221538040616,7.007916667737361,3.1402604428851473,3.35160679858651,3.5227277898546427,True,3758.907553046936,3602,3749.575343252698,3590,9.332209794237608,12,4137.923569227609,234920.70938440683,0.1828720584798315,7473775,19900,399.1864271685481,1.0435612307181943
133240-M1_133240,133240,M1_133240,0.7282000184059143,130.60000610351562,11.399999618530273,152,20260982,10.87529222305533,10.907077628922359,10.92617351019283,-1.839934012627374,-1.789797772222213,-1.6985116820495767,-0.10723139001048698,-0.0861116847050567,-0.06454951971611632,0.39738994391483035,0.42142114627166877,0.4431459938541122,4.854905616634994,5.1988205457480205,5.366555249329517,3.491920981115924,3.9501069170456025,4.194183073885893,5.01332172946879,5.340042692616548,5.552226586326237,6.288820179318193,6.419508564577296,6.5043821220611715,2.304486331396616,2.4612156569272376,2.7704270537240205,True,3791.6618192288024,3572,3761.5727483698493,3560,30.089070858953097,12,4292.3770423184005,236773.12270306816,0.34929476129366427,7278816,20900,406.62473048001993,1.0614954701088473
133501-M2_133501,133501,M2_133501,0.729200005531311,211.5,57.70000076293945,4,20260834,11.343210343791197,11.352766100660702,11.361551745123833,-2.0115230381374523,-1.991735344147402,-1.9804138617119649,0.03308479716012843,0.04600137324810172,0.05724987312190465,0.48837000716033807,0.5016330968404288,0.5151079555440987,2.8979728158856166,2.9272402394026664,2.978760075176078,1.6871485729593867,1.7098808647778023,1.7417336633696618,2.8554390577710493,2.895898419616179,2.946221035038474,4.140946312459574,4.1667669482435254,4.214380203389679,2.4433135191084787,2.454676002028216,2.4851819025514215,True,3729.5934227034054,3594,3667.8668296466885,3582,61.72659305671688,12,5544.412804635238,234224.01441682258,0.313425401563115,9766913,27600,544.4121972849825,1.0377277191717877
134021-M2_134021,134021,M2_134021,0.7493000030517578,239.39999389648438,25.799999237060547,74,20260904,11.2164894153244,11.231300954519192,11.247290348831166,-1.858942918830614,-1.8145723616842648,-1.7764126974707473,-0.06875399834581426,-0.05130162777424391,-0.03442932204804943,0.6142465525034124,0.6590391401499023,0.698466406599156,2.9942710154637595,3.057596277493219,3.1803232206168865,1.7646487915449567,1.7947723929142496,1.838254434757678,2.9820125594746907,3.0408638051968078,3.155929760598232,4.214790210490679,4.280624438883454,4.418208397059208,2.4444252149656487,2.488267122803913,2.580199138470649,True,3738.286690873104,3570,3712.129174428233,3558,26.157516444870694,12,4207.522297208484,234620.01087311126,0.44101205156196505,7677221,21700,424.165587741998,1.0471391290961076
134391-M2_134391,134391,M2_134391,0.6834999918937683,247.8000030517578,44.599998474121094,8,20260838,11.490781351399141,11.50263853033451,11.514860498829943,-2.149037245532478,-2.1312453367560016,-2.111843491059295,0.020846477569559763,0.0325598416552134,0.0491713953555466,0.46006895219947436,0.48241273889191627,0.5105768781452855,5.251161046878904,5.329171698970285,5.449103419590377,3.9310934614255038,4.0157913436228725,4.182180482788138,5.303552075809207,5.424935695229698,5.591398937972062,6.556960240810758,6.605513688578954,6.672098985675899,2.4891888570237377,2.589552627176479,2.626278915183648,True,3851.237994172759,3579,3834.751115948542,3567,16.486878224217147,12,4338.939874877798,234052.94744617035,0.2775368344925075,8672586,24400,483.5568900570506,1.0760653797632744
139423-M1_139423,139423,M1_139423,0.7494999766349792,187.10000610351562,28.100000381469727,66,20260896,11.11426838594469,11.133585405622451,11.158923963906753,-2.3999128286199527,-2.3535715819462384,-2.3049403081519815,0.1899321268402453,0.2177565065060733,0.2403611045452601,0.5249321975888619,0.5733209380371228,0.6188346379275538,3.0420260977054356,3.160415206997534,3.422521638476941,1.7921992019182422,1.8386437573533219,1.9607596403199057,3.030651835911902,3.134788429249358,3.3906192210925594,4.258911122529393,4.387348112875996,4.687566105873094,2.4662842608551077,2.5486919859047785,2.729014461557229,True,4026.987731175718,3468,4003.23039550057,3456,23.757335675148134,12,4536.788081066565,227163.5933541945,0.18736545399065163,6890587,20100,388.2786144010024,1.1611844668903455
