target,dv_kms,dv_hw,dv_scan,sigma_kms,sigma_hw,sigma_cat,dchi2_raw,dchi2_stored,dchi2_phot,dlnZ,df_calib,dlogmass,dt50,dage,dtau,passed_ref,passed_zsig
M5_173928,7.802520191649171,9.363854835085471,0.0,267.7542314439289,1.8051364632645175,179.6999969482422,-534.5488894069076,-3.0888021264399868,-11.82812706596905,73.31291665750905,-0.2924521419686137,-0.005545221157259306,-0.0028468595815160924,0.0009606838100770787,-0.06972724177635836,True,True
M12_185653,12.31794289708875,6.041469483652552,0.0,144.19724425211058,5.396994977176547,173.8000030517578,-66.3673241959732,-19.628702452017023,-0.35186742995536946,7.445892647432629,-0.00798889187551044,0.026611549560366043,0.16048787105371787,0.18295718493839175,0.03833036823995742,True,True
M1_206545,-19.607660059941153,4.438724154950224,-21.0,241.31006524234317,4.866763889777886,210.0,-70.73782331425173,-32.75741438225032,-10.507650751954039,32.68000062936335,-0.03218222110440472,-0.004181487337660883,-0.0035040259760155124,-0.0008657582598932123,-0.023667731600357733,True,True
M5_172669,18.310223513760064,3.155582182367846,52.0,231.53868672754982,3.8758524073560636,223.8000030517578,-65.91872054939813,39.37694592452135,1.1451732795075458,4.398732342029689,-0.02198197910083044,0.00037496214514121107,-0.023368953022776306,-0.047713861404002245,-0.0057057515918967905,True,True
