schema_version,workload_id,started_at_utc,gpu_name,vast_host,vast_instance,total_price_usd_per_hour,sampler_iterations,likelihood_calls,sampler_seconds,likelihood_calls_per_second,cost_per_million_likelihood_calls_usd,nvidia_process_memory_observed_mib,project_commit,ceridwen_commit
1,m1_210210_integrated_fit_v1,2026-08-27T16:49:11.010937Z,NVIDIA GeForce RTX 5090,132677,48913313,0.41388888888888886,514,514000,1307.5,393.1166347992352,0.2924555351395494,4520,432b113dad9b67c882dc0d328158c4cee250d088,034381f41fac57df62ef4b0f7e0a6705dfa67e21
