target,arm,z,sn,seed,n_pix,n_bands,spec_chi2_stored,spec_chi2_raw3,phot_chi2,lnZ,lnZ_err,ess,passed,calls,wall_s,logmass_q50,logmass_hw,Z_q50,Z_hw,afe_q50,afe_hw,tau_dust_q50,tau_dust_hw,age_q50,age_hw,f_calib_q50,f_calib_hw,scaling_q50,scaling_hw,t50_q50,t50_hw,free_dust_index,sfh_prior,dust_index_q50,dust_index_hw,dust_rail_lo,dust_rail_hi,tau_prior,dust_index_bounds
M4_108989,seed_rep2,0.8277999758720398,21.299999237060547,20262924,3735,12,4251.623672581016,5602.309594545153,12.243973780785034,243350.49506834595,0.353299222306705,3559.377111761557,True,6953532,312.06232079304755,11.811597679692218,0.014574279514839361,-1.874196779299302,0.02597601963906293,-0.18919618792955778,0.009324080146316832,0.25322867891901535,0.023918412142064333,4.617154669099681,0.08824334786894061,4.402077363748756,0.10696112064339625,0.823131826039736,0.021366338675152585,4.641819372717164,0.08401608134552108,False,uniform,,,,,,
M4_108989,seed_rep3,0.8277999758720398,21.299999237060547,20263924,3735,12,4261.816424080104,5605.087698668721,12.064191593329216,243350.1980779809,0.23650012788297453,3655.676565531956,True,6983626,314.3871558662504,11.809217164488292,0.015433803338916086,-1.8776084683496976,0.02427638381955799,-0.1886341529659779,0.008580012039922383,0.24598353685160224,0.02673944475715967,4.616277191759192,0.10986139848436993,4.38583077670238,0.12345437457116404,0.8233669694936134,0.02295847909175336,4.644780235683437,0.11153805622320201,False,uniform,,,,,,
M4_108989,sfh_cont,0.8277999758720398,21.299999237060547,20260924,3735,12,4250.541073184974,5611.411561620861,12.551810188003884,243346.12882940343,0.3062691511830693,4222.446758100945,True,6925375,321.8796177348122,11.816510635935217,0.016327675786903306,-1.8810163083425278,0.02875759807416922,-0.18803114865218634,0.009055218540339013,0.24180200265857987,0.026611927366386318,4.751263628200846,0.12546369069908314,4.419574476811627,0.11425237959138324,0.8171377953344641,0.021961761300478277,4.892565343856794,0.18686707273463865,False,student,,,,,,
M4_108989,tau_cn,0.8277999758720398,21.299999237060547,20260924,3735,12,4222.337957752888,5608.726855400924,13.116428498262405,243347.59669679267,0.2840982077211384,4166.8242815259055,True,6863047,454.0514736417681,11.83819402953436,0.019732695950494872,-1.9049065776152987,0.02976389928233647,-0.1911891497953589,0.0073949683253680815,0.3506862781792145,0.05639695379038073,4.6975210107475345,0.1210453617309617,4.452626632207966,0.11414064673474744,0.8034452415276938,0.01872807467255111,4.854490900809203,0.19657570544939018,True,student,0.10930713320271253,0.26811635023619845,0.015436793160030032,0.10633519549437963,clipped,"-1.0,0.4"
M5_172669,dust_free,0.6036999821662903,105.0,20260830,3602,12,4139.987982538381,3427.9934339850015,61.84525520592917,233025.10144988992,0.15550541984948646,3659.665332997204,True,9019223,543.2256061732769,11.308165113227691,0.011906734176250211,-1.5713310134428273,0.02640748407474114,-0.054113003345435784,0.013626437931139709,0.47754834196467827,0.016723885626106716,1.8475847069020939,0.09893159002009977,2.671191759094995,0.032114511306115645,1.2223341569412498,0.019495381645005416,1.7734528821741873,0.06307659598062998,True,uniform,-0.9583608228148486,0.028673892555601044,0.8290769557644346,1.9999594094419115e-75,,
M5_172669,dust_wide,0.6036999821662903,105.0,20260830,3602,12,4095.858425637077,3426.5733521093725,45.28399495365615,233022.70694131238,0.17273490786547305,4297.6949139759345,True,8436981,531.9809683766216,11.335094491549167,0.021654317767149323,-1.5722369799917133,0.023259232146647046,-0.06161683727290407,0.015343615973616071,0.40962811958648226,0.03048217413086135,2.518036645187475,0.2783770373690171,2.686466038797204,0.03205776920776193,1.1847861290323258,0.026329744449565817,2.09798474276235,0.175771459722307,True,student,-1.1420733963635186,0.08281875185953724,1.5074326885100004e-16,1.366233927067475e-107,uniform,"-2.0,0.5"
M5_172669,mock_tilt4_poly3,0.6036999821662903,105.0,20260830,3602,12,1815.6521578581942,421.01776580669014,3.9659617362752684,236493.62968289675,0.22477543484809537,3193.89126628808,True,1254500,399.66445963596925,11.126403827343804,0.012216337027065372,-1.729609265579259,0.010131273451488898,0.13591578225916326,0.00808786239775379,0.022788474258451083,0.01624853727555533,1.7176604451715933,0.09531065473388256,1.0006236793810623,0.0008704816842270979,1.2317973410013483,0.01923685069450498,1.6845145671183395,0.04454437199546113,,,,,,,,
M5_172669,mock_tilt4_sfh_cont,0.6036999821662903,105.0,20260830,3602,12,1815.043133765224,420.9606016916796,4.241295833189309,236485.82391463415,0.30993629261151523,3545.7744765808143,True,9878398,420.50291353743523,11.133020721626547,0.012417350899121438,-1.7328630946275352,0.010906482620142488,0.13135174126006627,0.008889434110665125,0.04269916479821578,0.020501665342732178,1.804479191657631,0.08122326146255521,1.0008758207179835,0.0009934347305909919,1.2448872099761368,0.02084579335033976,1.722831040680525,0.04096887406223604,False,student,,,,,,
M5_172669,new_default,0.6036999821662903,105.0,20260830,3602,12,4137.239199215507,3426.134139784635,60.43119804038379,233022.71814413834,0.2854191930837098,4266.5912007281895,True,8534722,528.0442609805614,11.34282234652434,0.020919744338353752,-1.5706321019073735,0.023500832057520404,-0.05811087499584401,0.01534941340891139,0.46964254929028737,0.016109819754536153,2.484475378469052,0.27590264239299245,2.666610009547603,0.033045003579494026,1.2322709428967928,0.020549773389741288,2.0587488846180984,0.14990337907177176,True,student,-0.9747172693739008,0.026133663412381547,0.8854211379188355,8.21160264036228e-114,uniform,"-1.0,0.4"
M5_172669,new_default_rep1,0.6036999821662903,105.0,20261830,3602,12,4133.6568447528025,3427.215412526694,59.06490837084045,233019.64381403592,0.35253357362490895,4262.31280960796,True,8784897,552.5109615819529,11.348801902348033,0.018289470032967436,-1.5703510404658478,0.023310862604990712,-0.061678986388723336,0.015756631966493215,0.47074425001091447,0.018322398994661787,2.5315058177884406,0.23681619200833737,2.6753937444208553,0.035379758663312666,1.226137761619594,0.020306760286436187,2.1260074723533604,0.14882831803335272,True,student,-0.9738091657304725,0.025006905058031714,0.9021115459000694,1.2723500584473333e-99,uniform,"-1.0,0.4"
