arm,logmass,Z,afe,tau_dust,age,logmass_hw,Z_hw,afe_hw,tau_dust_hw,age_hw
mock_tilt4_poly3,1.3779158182872584,-0.6782396670248289,-0.02609656332624029,0.7105369896558236,0.6367447239394295,0.012216337027065372,0.010131273451488898,0.00808786239775379,0.01624853727555533,0.09531065473388256
mock_tilt4_sfh_cont,1.888484790707172,-0.9283708536656742,-0.537166522962912,1.5343083976833765,1.8160721493688416,0.012417350899121438,0.010906482620142488,0.008889434110665125,0.020501665342732178,0.08122326146255521
