target,sn,age old,age new,age shift,age > old floor,age hw ratio,Z old,Z new,Z shift,Z > old floor,Z hw ratio,afe old,afe new,afe shift,afe > old floor,afe hw ratio,tau_dust old,tau_dust new,tau_dust shift,tau_dust > old floor,tau_dust hw ratio,logmass old,logmass new,logmass shift,logmass > old floor,logmass hw ratio,dust index new,dust index hw,dust rail lo,dlnZ,dlnZ_sig,dchi2_raw3,dchi2_phot
M12_98104,6.599999904632568,4.403359607650275,4.511785314982433,0.4066562387891658,False,0.8284032611208991,-2.4735868262355423,-2.534663252286655,-0.8194011166699883,True,1.117228217340237,0.1395094770247161,0.1376827284175262,-0.03344694384898109,False,0.9052955840863972,0.36251731516684094,0.49444090427409315,3.726569673393515,True,2.0502885337597787,11.24842597909763,11.293470430736495,1.7073131455092412,True,1.3876204393665885,-0.08891306104339958,0.1961683073930364,0.0007928793417333654,0.5417941561026964,2.107396065766565,5.831112718815348,-5.771183487783697
M5_173928,13.300000190734863,4.4989311255209135,4.931620794293254,4.107466237323262,True,3.5813291219528196,-2.233390442680137,-2.226471727340935,0.3913231794204768,False,1.6590644261809724,-0.14128820916626028,-0.11835207007225704,0.9462714839463098,False,1.1975139061259312,0.5411933394541439,0.4498857840561493,-4.730221042271479,True,0.9124703359221356,11.716238893947974,11.721480420179889,0.44807949185714135,False,2.1762548313927494,-0.9788301482491125,0.027314886863406718,0.8842126383757343,5.5638516172766685,15.364991178911692,-14.775619815962273,-12.399259766413863
M4_108989,21.299999237060547,4.610027398704806,4.702966209542592,0.8041993958582117,False,1.080495531729432,-1.8777489770567084,-1.9035958310587784,-0.8789512665398442,True,1.1070220240249897,-0.18982788658959052,-0.19169503045129102,-0.179457979548134,False,0.7995321594562145,0.25291412125202506,0.34751396820226754,3.3999522768373756,True,2.1742694976295165,11.810962892708234,11.83968783670846,1.848374289368074,True,1.418812873957595,0.10659657157002465,0.28665238209488275,0.02485955625603321,-3.1568629749526735,-7.971830539584763,5.402584831535933,0.05669730245395144
M12_185653,21.5,5.017060957077964,5.002553238035603,-0.03916067532374345,False,0.9099703025973146,-2.1809257106540816,-2.171485136738471,0.11897293373146639,False,0.9038883922477494,0.22825769126732556,0.21265670473146264,-0.47829833320966997,False,1.0688837002576579,0.17171141472104495,0.3057609478990779,4.620167771140836,True,1.6078822940159125,11.100473969475106,11.135733625345939,1.0161668509977027,True,1.05063986701674,0.2574178146424565,0.1364766292204239,4.167826909551528e-05,4.0485341099556535,12.39551779857259,-1.2933932144223945,-6.726503952765438
M1_206545,31.399999618530273,5.064945813679464,5.163222986935489,6.759303263123298,True,6.3748934691986365,-1.8513931588842134,-1.806922404733993,1.9563389489931953,True,0.9962977133683143,-0.19326619827093727,-0.18922228458784712,0.6822017399544661,False,1.3411715405686788,0.4571688733172671,0.389568047221295,-3.174120486301468,True,0.7606063785605899,11.637602282728874,11.62986493238565,-0.8392208707799358,True,1.2636441794373299,-0.9871278288768465,0.015788849202356403,0.9803200420413143,7.5901104544172995,17.253218282332533,-27.87531000780473,-15.849169076410945
M5_172669,105.0,1.8455087272161208,2.484475378469052,6.426328400673223,True,2.774856846056318,-1.5889643781558052,-1.5706321019073735,0.6125717684090568,True,0.7852787104815246,-0.04950871926475742,-0.05811087499584401,-0.6080540593793201,False,1.0849923465871725,0.5768895939861884,0.46964254929028737,-5.586005957633476,True,0.8390865163735348,11.329481485809989,11.34282234652434,1.2268222736798289,True,1.9237745497464158,-0.9747172693739008,0.026133663412381547,0.8854211379188355,8.955639984167647,20.114342147765285,-3.290840533861683,-39.66945014764386
