spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy
M10_233129,farmer,u,3709,,False,0.8199742257429945,0.00891240026186689,0.0,0.017000000923871994,-0.092,1.1752009133757628,0.963634459037751,0.010473860928116358
M10_233129,cosmos2015,u*,3858,cfht_megacam_us_9301,True,0.6399999856948853,0.054999999701976776,-0.47600001096725464,0.017000000923871994,0.01,1.6821334906996828,1.0765654099846844,0.09251734148716771
M10_233129,classic,u*,3858,cfht_megacam_us_9301,True,0.38608238968989256,0.012705410138453405,-0.8795999884605408,0.017000000923871994,0.058,2.2913975719119466,0.8846682502933818,0.02911314594139756
M10_233129,farmer,u*,3858,cfht_megacam_us_9301,True,0.8040437744014222,0.01711563117650316,0.0,0.017000000923871994,-0.002,1.0771109802187366,0.8660443779842886,0.018435434273585686
M10_233129,classic,IB427,4266,subaru_suprimecam_ia427,True,0.8107370211023982,0.044743246187758635,-0.8795999884605408,0.017000000923871994,-0.007,2.4187018029169343,1.9609310946318752,0.10822057022268805
M10_233129,farmer,IB427,4266,subaru_suprimecam_ia427,True,1.7366820134830012,0.027773509201186063,0.0,0.017000000923871994,-0.111,1.1839744567433121,2.0561871434494177,0.03288312546832965
M10_233129,cosmos2015,B,4488,subaru_suprimecam_B,True,1.5099999904632568,0.03999999910593033,-0.47600001096725464,0.017000000923871994,0.146,1.8876813242793045,2.850398781659418,0.07550725128345356
M10_233129,classic,B,4488,subaru_suprimecam_B,True,1.1029605192579428,0.009782772052646207,-0.8795999884605408,0.017000000923871994,-0.069,2.5501672855361552,2.812733833449576,0.02494770525051574
M10_233129,classic,IB464,4635,subaru_suprimecam_ia464,True,1.345984060822761,0.0748653098946758,-0.8795999884605408,0.017000000923871994,0.014,2.3570695465979257,3.17257803997154,0.1764627420493567
M10_233129,farmer,IB464,4635,subaru_suprimecam_ia464,True,2.937650890521657,0.03845415611405435,0.0,0.017000000923871994,-0.057,1.1192636548611696,3.2880058724314396,0.043040339316818464
M10_233129,classic,g,4847,hsc_g,True,2.327661701054807,0.019401893666462704,-0.8795999884605408,0.017000000923871994,0.133,2.1051187250361956,4.900004232440078,0.04084328965843181
M10_233129,farmer,g,4847,hsc_g,True,5.0872115425599995,0.008008026334022476,0.0,0.017000000923871994,0.058,1.0033133683951878,5.104067348504753,0.008034559875385457
M10_233129,classic,IA484,4851,subaru_suprimecam_ia484,True,2.16331509908009,0.03347377890252985,-0.8795999884605408,0.017000000923871994,0.027,2.3208721087435538,5.020777675878778,0.07768835982912994
M10_233129,farmer,IA484,4851,subaru_suprimecam_ia484,True,4.767382844141772,0.02677272399535826,0.0,0.017000000923871994,-0.036,1.0939846139130114,5.215443480123951,0.02928894812346162
M10_233129,cosmos2015,V,5487,subaru_suprimecam_V,True,7.059999942779541,0.11999999731779099,-0.47600001096725464,0.017000000923871994,-0.117,1.4613648445684682,10.317235719033418,0.1753637774285302
M10_233129,classic,V,5487,subaru_suprimecam_V,True,4.837268783895371,0.02321205671658448,-0.8795999884605408,0.017000000923871994,0.128,2.0979669701673997,10.148430134434314,0.048698128301046584
M10_233129,classic,r,6219,hsc_r,True,10.169043868434047,0.038775387088335674,-0.8795999884605408,0.017000000923871994,0.133,2.0748176582893962,21.098911786146473,0.08045185783788551
