spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy,total_flux_ujy_2015,total_error_ujy_2015,flux_ratio,error_ratio
M14_39865,farmer,u*,3858,cfht_megacam_us_9301,True,0.13325383539635793,0.00509899512907567,0.0,0.014999999664723873,-0.002,1.0679704131749883,0.14231115364540026,0.005445575934776196,0.17760308219512094,0.03315257504903457,0.8012876346878499,0.16425800791407227
M14_39865,cosmos2025,u*,3858,cfht_megacam_us_9301,True,0.13409362,0.03846649,0.0,0.014999999664723873,0.0,1.066004949786929,0.14294446265484753,0.041005468740929404,0.17760308219512094,0.03315257504903457,0.8048535019105342,1.2368713042736483
M14_39865,classic,B,4488,subaru_suprimecam_B,True,0.15371620911225287,0.0065862020779670054,-0.36739999055862427,0.014999999664723873,-0.069,1.5794179170074056,0.24278213480634922,0.010402365566972495,0.2527497068235906,0.026605232036398446,0.9605634675406435,0.3909894697682428
M14_39865,classic,V,5487,subaru_suprimecam_V,True,0.4770893268830557,0.019004720757459535,-0.36739999055862427,0.014999999664723873,0.128,1.3014557089893877,0.620910628169857,0.02473380232754483,0.6292152540373106,0.041260014768362135,0.9868016138925946,0.5994617904623369
M14_39865,classic,r+,6305,subaru_suprimecam_rp,True,0.866402863835503,0.012672026056985707,-0.36739999055862427,0.014999999664723873,0.044,1.3972338104502475,1.2105673748218868,0.017705783253726966,1.2758144963855733,0.045161574274427484,0.948858457284712,0.3920541641470806
M14_39865,classic,i+,7693,subaru_suprimecam_ip,True,2.552702020167688,0.016410855622834983,-0.36739999055862427,0.014999999664723873,0.058,1.3667342333682453,3.488865238551456,0.02242927817859233,3.7100516245189734,0.06913139457071626,0.940381857625446,0.3244441735606657
M14_39865,classic,z++,9054,subaru_suprimecam_zp,True,4.977828702061956,0.03030519529185219,-0.36739999055862427,0.014999999664723873,0.101,1.304467468582717,6.493415606017151,0.039532141387267294,6.6119625082982525,0.062377002091561974,0.98207084475565,0.6337614835871536
M14_39865,classic,Y,10216,vista_vircam_Y,True,6.477389215924,0.025295398785781457,-0.36739999055862427,0.014999999664723873,0.055,1.3558887129374826,8.782618927174322,0.03429774570289358,9.1289674558336,0.0896094944960518,0.962060492565569,0.38274678253435235
M14_39865,farmer,Y,10216,vista_vircam_Y,True,9.26403269990476,0.011917242673612794,0.0,0.014999999664723873,0.039,0.9809888004642124,9.08791232574081,0.011690681595228338,9.1289674558336,0.0896094944960518,0.9955027630132962,0.1304625325806679
M14_39865,cosmos2025,Y,10216,vista_vircam_Y,True,10.51451593,0.13303725,0.0,0.014999999664723873,0.0,1.0168667557491464,10.691861702011819,0.13528115680128813,9.1289674558336,0.0896094944960518,1.171201645064415,1.5096743661158432
M14_39865,classic,J,12525,vista_vircam_J,True,9.263170195158507,0.03028751739943899,-0.36739999055862427,0.014999999664723873,0.028,1.3835470959688718,12.81603222297696,0.04190420674210049,13.5094689834493,0.13577355458783052,0.9486703169960357,0.30863305353763193
M14_39865,farmer,J,12525,vista_vircam_J,True,13.193497977686564,0.013907575679330047,0.0,0.014999999664723873,0.005,1.00747424086055,13.292109359364972,0.014011524249743687,13.5094689834493,0.13577355458783052,0.9839105723288887,0.10319774194819194
